,Recipients,Sends,Deliveries,Opens,Conversions,Send Rate,Delivery Rate,Open Rate,Conversion Rate
929,1464.0,1098.0,1011.0,452.0,72.0,0.75,0.9207650273224044,0.44708209693372897,0.1592920353982301
930,959.0,882.0,784.0,516.0,66.0,0.9197080291970803,0.8888888888888888,0.6581632653061225,0.12790697674418605
931,1774.0,1494.0,1379.0,704.0,88.0,0.8421645997745209,0.9230254350736279,0.5105148658448151,0.125
932,2022.0,1860.0,1702.0,935.0,135.0,0.9198813056379822,0.9150537634408602,0.5493537015276145,0.1443850267379679
933,1619.0,1281.0,1173.0,655.0,74.0,0.7912291537986411,0.9156908665105387,0.5583972719522592,0.11297709923664122
934,1199.0,991.0,893.0,677.0,66.0,0.8265221017514596,0.9011099899091827,0.7581187010078387,0.09748892171344166
935,1561.0,1251.0,1136.0,452.0,46.0,0.8014093529788597,0.9080735411670664,0.397887323943662,0.10176991150442478
936,1231.0,1133.0,1070.0,470.0,57.0,0.9203899268887084,0.9443954104148279,0.4392523364485981,0.12127659574468085
937,1146.0,1054.0,935.0,342.0,44.0,0.9197207678883071,0.8870967741935484,0.3657754010695187,0.1286549707602339
938,2062.0,1897.0,1706.0,1241.0,109.0,0.9199806013579049,0.8993147074327886,0.727432590855803,0.08783239323126511
939,2185.0,2010.0,1850.0,1126.0,135.0,0.919908466819222,0.9203980099502488,0.6086486486486486,0.11989342806394317
940,1865.0,1716.0,1625.0,552.0,105.0,0.9201072386058982,0.946969696969697,0.3396923076923077,0.19021739130434784
941,1494.0,1249.0,1137.0,484.0,67.0,0.8360107095046854,0.910328262610088,0.4256816182937555,0.1384297520661157
942,2516.0,2122.0,1970.0,811.0,98.0,0.8434022257551669,0.9283694627709708,0.4116751269035533,0.12083847102342787
943,2059.0,1894.0,1708.0,796.0,98.0,0.9198640116561437,0.9017951425554382,0.46604215456674475,0.12311557788944724
944,2229.0,1808.0,1627.0,766.0,102.0,0.8111260655002244,0.8998893805309734,0.47080516287645974,0.13315926892950392
945,1863.0,1714.0,1547.0,1063.0,111.0,0.9200214707461084,0.9025670945157527,0.687136393018746,0.10442144873000941
946,1211.0,829.0,741.0,361.0,43.0,0.6845582163501238,0.893848009650181,0.48717948717948717,0.11911357340720222
947,1802.0,1657.0,1474.0,959.0,130.0,0.9195338512763596,0.8895594447797224,0.6506105834464043,0.13555787278415016
948,477.0,410.0,367.0,149.0,15.0,0.859538784067086,0.8951219512195122,0.40599455040871935,0.10067114093959731
949,2175.0,2001.0,1852.0,721.0,73.0,0.92,0.9255372313843079,0.38930885529157666,0.10124826629680998
950,1934.0,1658.0,1507.0,483.0,39.0,0.8572905894519132,0.9089264173703256,0.32050431320504313,0.08074534161490683
951,1451.0,1334.0,1214.0,441.0,63.0,0.9193659545141282,0.9100449775112444,0.36326194398682043,0.14285714285714285
952,1209.0,918.0,861.0,289.0,54.0,0.7593052109181141,0.9379084967320261,0.3356562137049942,0.18685121107266436
953,1134.0,1043.0,957.0,462.0,39.0,0.9197530864197531,0.9175455417066155,0.4827586206896552,0.08441558441558442
954,1791.0,1648.0,1538.0,513.0,55.0,0.9201563372417644,0.933252427184466,0.33355006501950585,0.10721247563352826
955,2207.0,1855.0,1687.0,659.0,91.0,0.8405074762120526,0.909433962264151,0.3906342620035566,0.13808801213960548
956,1773.0,1370.0,1276.0,537.0,112.0,0.7727016356457981,0.9313868613138686,0.420846394984326,0.2085661080074488
957,2222.0,1991.0,1803.0,933.0,99.0,0.8960396039603961,0.9055750878955299,0.5174708818635607,0.10610932475884244
958,1457.0,887.0,796.0,436.0,84.0,0.6087851750171586,0.8974069898534386,0.5477386934673367,0.1926605504587156
959,1645.0,1514.0,1403.0,624.0,67.0,0.9203647416413374,0.9266842800528402,0.44476122594440487,0.10737179487179487
960,1348.0,1178.0,1109.0,622.0,60.0,0.8738872403560831,0.9414261460101867,0.5608656447249775,0.09646302250803858
961,2101.0,1867.0,1667.0,1079.0,126.0,0.8886244645406949,0.8928762720942689,0.6472705458908218,0.11677479147358666
962,1885.0,1495.0,1318.0,733.0,57.0,0.7931034482758621,0.8816053511705686,0.5561456752655539,0.07776261937244201
963,1650.0,1518.0,1427.0,571.0,76.0,0.92,0.9400527009222661,0.40014015416958654,0.1330998248686515
964,1373.0,1263.0,1130.0,555.0,74.0,0.9198834668608885,0.894695170229612,0.4911504424778761,0.13333333333333333
965,2474.0,1865.0,1636.0,617.0,83.0,0.753839935327405,0.8772117962466488,0.37713936430317846,0.13452188006482982
966,1148.0,1017.0,1004.0,519.0,74.0,0.8858885017421603,0.9872173058013766,0.5169322709163346,0.14258188824662812
967,1505.0,1384.0,1302.0,567.0,80.0,0.9196013289036545,0.9407514450867052,0.43548387096774194,0.14109347442680775
968,1995.0,1621.0,1484.0,488.0,69.0,0.812531328320802,0.9154842689697718,0.3288409703504043,0.1413934426229508
969,1674.0,1540.0,1374.0,635.0,47.0,0.9199522102747909,0.8922077922077922,0.4621542940320233,0.07401574803149606
970,1884.0,1733.0,1566.0,842.0,76.0,0.9198513800424628,0.9036353144835545,0.5376756066411239,0.09026128266033254
971,1495.0,1241.0,1148.0,415.0,62.0,0.8301003344481606,0.9250604351329573,0.3614982578397213,0.1493975903614458
972,1247.0,1147.0,1050.0,590.0,69.0,0.9198075380914194,0.9154315605928509,0.5619047619047619,0.11694915254237288
973,1397.0,1141.0,1046.0,480.0,104.0,0.8167501789549033,0.9167397020157756,0.4588910133843212,0.21666666666666667
974,1540.0,1039.0,941.0,490.0,69.0,0.6746753246753247,0.9056785370548605,0.5207226354941552,0.14081632653061224
975,1640.0,1150.0,1048.0,539.0,54.0,0.7012195121951219,0.9113043478260869,0.5143129770992366,0.10018552875695733
976,2606.0,2397.0,2121.0,1255.0,130.0,0.919800460475825,0.8848560700876095,0.5917020273455917,0.10358565737051793
977,969.0,892.0,793.0,343.0,40.0,0.9205366357069144,0.8890134529147982,0.43253467843631777,0.11661807580174927
978,1448.0,1332.0,1227.0,763.0,96.0,0.919889502762431,0.9211711711711712,0.6218418907905461,0.1258191349934469
979,1908.0,1755.0,1635.0,645.0,66.0,0.9198113207547169,0.9316239316239316,0.3944954128440367,0.10232558139534884
980,2466.0,2145.0,1987.0,1007.0,148.0,0.8698296836982968,0.9263403263403264,0.5067941620533467,0.14697120158887786
981,1596.0,1469.0,1326.0,621.0,68.0,0.9204260651629073,0.9026548672566371,0.4683257918552036,0.10950080515297907
982,1956.0,1799.0,1665.0,999.0,165.0,0.9197341513292433,0.9255141745414119,0.6,0.16516516516516516
983,4944.0,4548.0,4120.0,1854.0,277.0,0.9199029126213593,0.9058927000879508,0.45,0.1494066882416397
984,1792.0,1648.0,1501.0,721.0,74.0,0.9196428571428571,0.9108009708737864,0.480346435709527,0.10263522884882108
985,2359.0,1773.0,1620.0,681.0,88.0,0.751589656634167,0.9137055837563451,0.4203703703703704,0.12922173274596183
986,1912.0,1730.0,1578.0,966.0,151.0,0.9048117154811716,0.9121387283236995,0.6121673003802282,0.15631469979296067
987,1506.0,1366.0,1221.0,473.0,55.0,0.9070385126162018,0.8938506588579795,0.38738738738738737,0.11627906976744186
988,1793.0,1443.0,1348.0,684.0,58.0,0.8047964305633017,0.9341649341649342,0.5074183976261127,0.0847953216374269
989,1991.0,1707.0,1585.0,883.0,101.0,0.8573581115017579,0.9285295840656121,0.5570977917981073,0.1143827859569649
990,4916.0,4523.0,4286.0,1394.0,189.0,0.9200569568755086,0.9476011496794163,0.3252449836677555,0.13558106169296988
991,1547.0,1423.0,1323.0,759.0,81.0,0.9198448610213316,0.9297259311314126,0.5736961451247166,0.1067193675889328
992,1210.0,1113.0,1020.0,317.0,42.0,0.9198347107438016,0.9164420485175202,0.3107843137254902,0.13249211356466878
993,1460.0,1071.0,982.0,294.0,24.0,0.7335616438356164,0.9169000933706816,0.29938900203665986,0.08163265306122448
994,752.0,505.0,464.0,265.0,32.0,0.6715425531914894,0.9188118811881189,0.5711206896551724,0.12075471698113208
995,1884.0,1581.0,1488.0,678.0,74.0,0.839171974522293,0.9411764705882353,0.45564516129032256,0.10914454277286136
996,1700.0,1223.0,1125.0,448.0,41.0,0.7194117647058823,0.919869174161897,0.3982222222222222,0.09151785714285714
997,1783.0,1640.0,1469.0,868.0,101.0,0.9197980931015143,0.8957317073170732,0.5908781484002723,0.11635944700460829
998,1628.0,1201.0,1065.0,373.0,34.0,0.7377149877149877,0.8867610324729392,0.3502347417840376,0.09115281501340483
999,1971.0,1814.0,1670.0,767.0,92.0,0.9203450025367833,0.9206174200661521,0.4592814371257485,0.11994784876140809
1000,679.0,625.0,557.0,416.0,56.0,0.9204712812960235,0.8912,0.7468581687612208,0.1346153846153846
1001,1558.0,1434.0,1341.0,835.0,64.0,0.920410783055199,0.9351464435146444,0.6226696495152871,0.07664670658682635
1002,2302.0,1515.0,1398.0,528.0,49.0,0.658123370981755,0.9227722772277228,0.3776824034334764,0.0928030303030303
1003,1885.0,1504.0,1394.0,479.0,49.0,0.7978779840848806,0.9268617021276596,0.3436154949784792,0.1022964509394572
1004,4090.0,3428.0,3129.0,1314.0,122.0,0.8381418092909535,0.912777129521587,0.4199424736337488,0.0928462709284627
1005,1691.0,1515.0,1423.0,466.0,43.0,0.89591957421644,0.9392739273927393,0.3274771609276177,0.09227467811158799
1006,1149.0,1057.0,981.0,439.0,48.0,0.9199303742384682,0.9280983916745507,0.4475025484199796,0.10933940774487472
1007,1490.0,1069.0,974.0,453.0,50.0,0.7174496644295302,0.9111318989710009,0.4650924024640657,0.11037527593818984
1008,3164.0,2778.0,2544.0,948.0,84.0,0.8780025284450064,0.9157667386609071,0.37264150943396224,0.08860759493670886
1009,1428.0,1314.0,1237.0,619.0,67.0,0.9201680672268907,0.941400304414003,0.5004042037186742,0.10823909531502424
1010,1811.0,1666.0,1503.0,906.0,121.0,0.9199337382661513,0.9021608643457383,0.6027944111776448,0.1335540838852097
1011,2109.0,1263.0,1181.0,685.0,103.0,0.5988620199146515,0.9350752177355502,0.5800169348010161,0.15036496350364964
1012,1797.0,1295.0,1234.0,687.0,58.0,0.7206455203116305,0.9528957528957529,0.5567260940032415,0.08442503639010189
1013,1260.0,960.0,867.0,397.0,38.0,0.7619047619047619,0.903125,0.45790080738177624,0.09571788413098237
1014,1160.0,1067.0,974.0,429.0,75.0,0.9198275862068965,0.9128397375820057,0.4404517453798768,0.17482517482517482
1015,2282.0,2099.0,1936.0,768.0,98.0,0.9198071866783524,0.9223439733206289,0.39669421487603307,0.12760416666666666
1016,895.0,813.0,747.0,287.0,28.0,0.9083798882681564,0.9188191881918819,0.38420348058902276,0.0975609756097561
1017,1984.0,1825.0,1739.0,975.0,176.0,0.9198588709677419,0.9528767123287671,0.5606670500287522,0.18051282051282053
1018,1871.0,1565.0,1418.0,720.0,82.0,0.8364510956707643,0.9060702875399361,0.5077574047954866,0.11388888888888889
1019,1938.0,1783.0,1656.0,737.0,75.0,0.9200206398348814,0.928771733034212,0.44504830917874394,0.10176390773405698
1020,1378.0,1155.0,1038.0,446.0,38.0,0.8381712626995645,0.8987012987012987,0.4296724470134875,0.08520179372197309
1021,925.0,657.0,603.0,283.0,35.0,0.7102702702702702,0.9178082191780822,0.4693200663349917,0.12367491166077739
1022,1681.0,1436.0,1308.0,448.0,32.0,0.8542534205829864,0.9108635097493036,0.3425076452599388,0.07142857142857142
1023,2304.0,1827.0,1619.0,590.0,54.0,0.79296875,0.886152162014231,0.3644224830142063,0.09152542372881356
1024,2032.0,1870.0,1650.0,783.0,101.0,0.9202755905511811,0.8823529411764706,0.47454545454545455,0.12899106002554278
1025,8440.0,7765.0,6839.0,3531.0,414.0,0.9200236966824644,0.8807469414037347,0.5163035531510455,0.11724723874256585
1026,2630.0,2420.0,2216.0,804.0,126.0,0.9201520912547528,0.915702479338843,0.3628158844765343,0.15671641791044777
1027,1424.0,915.0,797.0,378.0,45.0,0.6425561797752809,0.8710382513661202,0.4742785445420326,0.11904761904761904
1028,1439.0,1256.0,1117.0,680.0,93.0,0.8728283530229326,0.8893312101910829,0.6087735004476276,0.13676470588235295
1029,3747.0,2701.0,2447.0,959.0,190.0,0.7208433413397385,0.9059607552758238,0.39190845933796487,0.1981230448383733
1030,1829.0,1534.0,1400.0,417.0,59.0,0.8387096774193549,0.9126466753585397,0.2978571428571429,0.14148681055155876
1031,1885.0,1734.0,1544.0,599.0,79.0,0.919893899204244,0.8904267589388697,0.38795336787564766,0.1318864774624374
1032,3362.0,3093.0,2920.0,1308.0,155.0,0.9199881023200476,0.9440672486259295,0.44794520547945205,0.11850152905198777
1033,1814.0,1659.0,1501.0,692.0,68.0,0.9145534729878722,0.9047619047619048,0.46102598267821454,0.09826589595375723
1034,2180.0,2006.0,1794.0,955.0,149.0,0.9201834862385321,0.8943170488534397,0.532329988851728,0.15602094240837697
1035,1519.0,1047.0,955.0,457.0,65.0,0.6892692560895326,0.9121298949379179,0.47853403141361256,0.1422319474835886
1036,1446.0,1222.0,1104.0,541.0,42.0,0.8450899031811895,0.9034369885433715,0.490036231884058,0.07763401109057301
1037,1815.0,1670.0,1485.0,710.0,116.0,0.9201101928374655,0.8892215568862275,0.4781144781144781,0.16338028169014085
1038,2072.0,1671.0,1523.0,809.0,98.0,0.8064671814671814,0.9114302812687014,0.531188443860801,0.1211372064276885
1039,462.0,425.0,399.0,311.0,36.0,0.9199134199134199,0.9388235294117647,0.7794486215538847,0.1157556270096463
1040,1723.0,1284.0,1190.0,665.0,84.0,0.7452118398142774,0.926791277258567,0.5588235294117647,0.12631578947368421
1041,1889.0,1738.0,1583.0,744.0,81.0,0.9200635256749603,0.9108170310701956,0.46999368288060644,0.10887096774193548
1042,1250.0,1150.0,1028.0,469.0,62.0,0.92,0.8939130434782608,0.45622568093385213,0.13219616204690832
1043,1833.0,1596.0,1446.0,594.0,50.0,0.8707037643207856,0.9060150375939849,0.4107883817427386,0.08417508417508418
1044,1511.0,1390.0,1295.0,569.0,81.0,0.9199205823957644,0.9316546762589928,0.43938223938223936,0.14235500878734622
1045,1734.0,1165.0,1058.0,515.0,65.0,0.6718569780853518,0.9081545064377683,0.4867674858223062,0.1262135922330097
1046,3060.0,2161.0,1964.0,969.0,145.0,0.7062091503267974,0.9088385006941231,0.49338085539714865,0.14963880288957687
1047,1709.0,1572.0,1373.0,752.0,103.0,0.919836161497952,0.8734096692111959,0.5477057538237436,0.13696808510638298
1048,1682.0,1548.0,1421.0,523.0,83.0,0.920332936979786,0.9179586563307494,0.3680506685432794,0.1586998087954111
1049,1611.0,884.0,792.0,396.0,50.0,0.5487274984481688,0.8959276018099548,0.5,0.12626262626262627
1050,1612.0,1483.0,1395.0,615.0,54.0,0.9199751861042184,0.9406608226567768,0.44086021505376344,0.08780487804878048
1051,1792.0,1206.0,1103.0,459.0,64.0,0.6729910714285714,0.9145936981757877,0.4161378059836809,0.1394335511982571
1052,2002.0,974.0,891.0,378.0,30.0,0.4865134865134865,0.9147843942505134,0.42424242424242425,0.07936507936507936
1053,3057.0,2813.0,2584.0,1291.0,159.0,0.920183186130193,0.9185922502666193,0.4996130030959752,0.12316034082106894
1054,1778.0,1635.0,1501.0,713.0,80.0,0.9195725534308211,0.9180428134556575,0.475016655562958,0.11220196353436185
1055,980.0,891.0,803.0,428.0,62.0,0.9091836734693878,0.9012345679012346,0.5330012453300125,0.14485981308411214
1056,1569.0,1443.0,1305.0,689.0,144.0,0.9196940726577438,0.9043659043659044,0.5279693486590038,0.20899854862119013
1057,2131.0,1961.0,1786.0,885.0,102.0,0.9202252463632098,0.9107598164201938,0.4955207166853303,0.1152542372881356
1058,2008.0,1848.0,1656.0,930.0,136.0,0.9203187250996016,0.8961038961038961,0.5615942028985508,0.14623655913978495
1059,1960.0,1803.0,1677.0,684.0,96.0,0.9198979591836735,0.930116472545757,0.407871198568873,0.14035087719298245
1060,1095.0,1008.0,936.0,343.0,34.0,0.9205479452054794,0.9285714285714286,0.36645299145299143,0.09912536443148688
1061,1655.0,1329.0,1189.0,535.0,73.0,0.8030211480362538,0.8946576373212942,0.4499579478553406,0.13644859813084112
1062,2021.0,1393.0,1265.0,493.0,39.0,0.6892627412172192,0.9081119885139985,0.3897233201581028,0.07910750507099391
1063,1372.0,1263.0,1152.0,643.0,133.0,0.9205539358600583,0.9121140142517815,0.5581597222222222,0.20684292379471228
1064,1829.0,1682.0,1579.0,751.0,87.0,0.9196282121377802,0.9387633769322236,0.4756174794173528,0.11584553928095873
1065,1837.0,1690.0,1522.0,691.0,86.0,0.9199782253674469,0.9005917159763314,0.4540078843626807,0.12445730824891461
1066,1975.0,1817.0,1683.0,988.0,143.0,0.92,0.9262520638414969,0.5870469399881164,0.14473684210526316
1067,962.0,838.0,781.0,479.0,88.0,0.8711018711018711,0.931980906921241,0.6133162612035852,0.1837160751565762
1068,1664.0,1126.0,1032.0,507.0,59.0,0.6766826923076923,0.91651865008881,0.49127906976744184,0.11637080867850098
1069,1513.0,1243.0,1161.0,419.0,42.0,0.8215465961665566,0.9340305711987128,0.36089577950043067,0.10023866348448687
1070,1566.0,1177.0,1060.0,490.0,58.0,0.7515964240102171,0.9005947323704333,0.46226415094339623,0.11836734693877551
1071,1600.0,1380.0,1261.0,473.0,64.0,0.8625,0.913768115942029,0.37509912767644726,0.13530655391120508
1072,2603.0,1910.0,1671.0,688.0,75.0,0.7337687283903188,0.874869109947644,0.41172950329144226,0.10901162790697674
1073,2180.0,2005.0,1834.0,701.0,97.0,0.9197247706422018,0.914713216957606,0.3822246455834242,0.1383737517831669
1074,5427.0,4993.0,4594.0,2384.0,260.0,0.920029482218537,0.9200881233727218,0.5189377448846322,0.10906040268456375
1075,2989.0,2750.0,2606.0,1233.0,124.0,0.9200401472064236,0.9476363636363636,0.4731389102072141,0.10056772100567721
1076,1377.0,1267.0,1167.0,795.0,95.0,0.9201161946259986,0.9210734017363852,0.6812339331619537,0.11949685534591195
1077,2307.0,2122.0,1901.0,814.0,73.0,0.9198092761161681,0.8958529688972667,0.4281956864807996,0.08968058968058969
1078,2178.0,2004.0,1873.0,942.0,107.0,0.9201101928374655,0.9346307385229541,0.5029364655632674,0.11358811040339703
1079,2090.0,1817.0,1652.0,946.0,94.0,0.869377990430622,0.9091909741331866,0.572639225181598,0.09936575052854123
1080,1960.0,1798.0,1643.0,559.0,90.0,0.9173469387755102,0.9137931034482759,0.3402312842361534,0.16100178890876565
1081,4190.0,3854.0,3481.0,1734.0,254.0,0.9198090692124105,0.9032174364296834,0.4981327204826199,0.14648212226066898
1082,2578.0,2372.0,2189.0,956.0,106.0,0.9200930954228084,0.9228499156829679,0.43672910004568294,0.1108786610878661
1083,1424.0,1310.0,1182.0,396.0,50.0,0.9199438202247191,0.9022900763358779,0.3350253807106599,0.12626262626262627
1084,1376.0,949.0,888.0,327.0,64.0,0.6896802325581395,0.9357218124341412,0.36824324324324326,0.19571865443425077
1085,1878.0,1728.0,1589.0,853.0,86.0,0.9201277955271565,0.9195601851851852,0.5368156073001888,0.10082063305978899
1086,1217.0,1033.0,947.0,484.0,49.0,0.8488085456039441,0.9167473378509197,0.5110876451953538,0.1012396694214876
1087,2115.0,1946.0,1740.0,793.0,114.0,0.9200945626477541,0.894141829393628,0.4557471264367816,0.1437578814627995
1088,4284.0,3941.0,3589.0,1249.0,155.0,0.9199346405228758,0.9106825678761735,0.34800780161604905,0.12409927942353884
1089,2462.0,2265.0,2051.0,855.0,101.0,0.9199837530463039,0.9055187637969095,0.41686981960019504,0.11812865497076024
1090,1451.0,1066.0,1008.0,434.0,48.0,0.7346657477601654,0.9455909943714822,0.4305555555555556,0.11059907834101383
1091,1656.0,1524.0,1395.0,898.0,86.0,0.9202898550724637,0.9153543307086615,0.6437275985663082,0.0957683741648107
1092,1099.0,739.0,653.0,297.0,25.0,0.6724294813466788,0.8836265223274695,0.4548238897396631,0.08417508417508418
1093,2143.0,1427.0,1311.0,459.0,63.0,0.6658889407372842,0.9187105816398038,0.3501144164759725,0.13725490196078433
1094,2008.0,1848.0,1700.0,745.0,86.0,0.9203187250996016,0.9199134199134199,0.43823529411764706,0.11543624161073826
1095,3878.0,3065.0,2799.0,1286.0,121.0,0.7903558535327488,0.9132137030995106,0.4594498035012504,0.09409020217729394
1096,1485.0,1264.0,1184.0,398.0,49.0,0.8511784511784511,0.9367088607594937,0.33614864864864863,0.12311557788944724
1097,2034.0,1857.0,1712.0,573.0,68.0,0.9129793510324484,0.9219170705438879,0.334696261682243,0.11867364746945899
1098,1413.0,1158.0,1027.0,602.0,107.0,0.8195329087048833,0.886873920552677,0.5861733203505355,0.1777408637873754
1099,1653.0,1398.0,1269.0,553.0,41.0,0.8457350272232305,0.907725321888412,0.43577620173364856,0.07414104882459313
1100,1986.0,1827.0,1665.0,744.0,69.0,0.9199395770392749,0.9113300492610837,0.44684684684684683,0.09274193548387097
1101,2150.0,1570.0,1404.0,403.0,52.0,0.7302325581395349,0.8942675159235669,0.28703703703703703,0.12903225806451613
1102,4644.0,4273.0,3931.0,2420.0,296.0,0.9201119724375538,0.9199625555815586,0.6156194352582041,0.12231404958677686
1103,2395.0,2204.0,1990.0,963.0,164.0,0.920250521920668,0.9029038112522686,0.48391959798994977,0.1703011422637591
1104,934.0,847.0,776.0,325.0,42.0,0.9068522483940042,0.9161747343565525,0.41881443298969073,0.12923076923076923
1105,1081.0,995.0,947.0,381.0,54.0,0.9204440333024977,0.9517587939698492,0.40232312565997885,0.14173228346456693
1106,1451.0,1335.0,1198.0,519.0,75.0,0.9200551343900758,0.897378277153558,0.4332220367278798,0.14450867052023122
1107,1892.0,1740.0,1637.0,670.0,88.0,0.919661733615222,0.9408045977011494,0.4092852779474649,0.13134328358208955
1108,2152.0,1942.0,1738.0,622.0,84.0,0.9024163568773235,0.8949536560247168,0.3578826237054085,0.13504823151125403
1109,1923.0,1717.0,1581.0,625.0,66.0,0.8928757150286012,0.9207920792079208,0.3953194180898166,0.1056
1110,1687.0,1552.0,1421.0,594.0,52.0,0.919976289270895,0.9155927835051546,0.4180154820548909,0.08754208754208755
1111,2522.0,2219.0,1993.0,853.0,104.0,0.8798572561459159,0.8981523208652546,0.42799799297541397,0.12192262602579132
1112,1237.0,1138.0,1080.0,673.0,87.0,0.919967663702506,0.9490333919156415,0.6231481481481481,0.12927191679049035
1113,1239.0,1006.0,943.0,508.0,46.0,0.8119451170298628,0.937375745526839,0.5387062566277837,0.09055118110236221
1114,1886.0,1735.0,1561.0,587.0,88.0,0.9199363732767762,0.8997118155619597,0.376040999359385,0.14991482112436116
1115,1848.0,1701.0,1523.0,864.0,89.0,0.9204545454545454,0.8953556731334509,0.5673013788575181,0.10300925925925926
1116,3125.0,2875.0,2615.0,1058.0,123.0,0.92,0.9095652173913044,0.40458891013384324,0.11625708884688091
1117,2204.0,1614.0,1476.0,621.0,65.0,0.7323049001814882,0.9144981412639405,0.42073170731707316,0.10466988727858294
1118,1624.0,1494.0,1394.0,488.0,59.0,0.9199507389162561,0.9330655957161981,0.3500717360114778,0.12090163934426229
1119,1322.0,904.0,843.0,322.0,57.0,0.6838124054462935,0.9325221238938053,0.3819691577698695,0.17701863354037267
1120,4130.0,3297.0,2983.0,1066.0,133.0,0.7983050847457627,0.9047619047619048,0.3573583640630238,0.124765478424015
1121,2309.0,2124.0,1910.0,1378.0,161.0,0.9198787353832828,0.89924670433145,0.7214659685863875,0.11683599419448476
1122,1892.0,1727.0,1537.0,980.0,87.0,0.9127906976744186,0.889982628836132,0.6376057254391672,0.08877551020408163
1123,3321.0,2351.0,2238.0,1181.0,161.0,0.7079193014152364,0.9519353466609953,0.5277033065236819,0.1363251481795089
1124,2337.0,2150.0,1991.0,821.0,46.0,0.9199828840393667,0.926046511627907,0.41235560020090406,0.05602923264311815
1125,1515.0,1393.0,1271.0,312.0,31.0,0.9194719471947195,0.9124192390524049,0.24547600314712825,0.09935897435897435
1126,1524.0,1402.0,1243.0,499.0,81.0,0.9199475065616798,0.8865905848787446,0.4014481094127112,0.1623246492985972
1127,2330.0,1516.0,1400.0,696.0,95.0,0.6506437768240343,0.9234828496042217,0.49714285714285716,0.13649425287356323
1128,1940.0,1785.0,1636.0,854.0,114.0,0.9201030927835051,0.9165266106442577,0.5220048899755502,0.13348946135831383
1129,2029.0,1273.0,1120.0,437.0,65.0,0.6274026614095614,0.8798114689709348,0.39017857142857143,0.14874141876430205
1130,5544.0,4722.0,4288.0,2015.0,364.0,0.8517316017316018,0.9080897924608217,0.4699160447761194,0.18064516129032257
1131,2097.0,1929.0,1724.0,649.0,80.0,0.9198855507868383,0.8937273198548471,0.37645011600928074,0.12326656394453005
1132,2419.0,1905.0,1728.0,937.0,103.0,0.7875155022736668,0.9070866141732283,0.5422453703703703,0.10992529348986126
1133,2011.0,1631.0,1470.0,585.0,71.0,0.8110392839383391,0.9012875536480687,0.3979591836734694,0.12136752136752137
1134,1183.0,1088.0,1020.0,442.0,64.0,0.9196956889264581,0.9375,0.43333333333333335,0.14479638009049775
1135,2166.0,1865.0,1690.0,771.0,64.0,0.8610341643582641,0.9061662198391421,0.45621301775147927,0.08300907911802853
1136,2170.0,1996.0,1797.0,619.0,54.0,0.919815668202765,0.9003006012024048,0.3444629938786867,0.08723747980613894
1137,2164.0,1413.0,1277.0,545.0,56.0,0.6529574861367837,0.9037508846426043,0.4267815191855912,0.10275229357798166
1138,1518.0,1397.0,1299.0,527.0,60.0,0.9202898550724637,0.9298496778811739,0.40569668976135487,0.11385199240986717
1139,2588.0,2381.0,2154.0,982.0,122.0,0.9200154559505409,0.9046619067618648,0.4558960074280409,0.12423625254582485
1140,2495.0,2095.0,1898.0,803.0,71.0,0.8396793587174348,0.9059665871121718,0.4230769230769231,0.08841843088418432
1141,1957.0,1487.0,1357.0,489.0,50.0,0.7598364844149208,0.9125756556825824,0.36035372144436256,0.10224948875255624
1142,2329.0,2143.0,1941.0,797.0,114.0,0.9201373980249034,0.9057396173588428,0.4106130860381247,0.14303638644918445
1143,1939.0,1784.0,1614.0,908.0,91.0,0.9200618875709129,0.9047085201793722,0.5625774473358116,0.10022026431718062
1144,6720.0,6182.0,5729.0,2108.0,200.0,0.9199404761904761,0.9267227434487221,0.36795252225519287,0.09487666034155598
1145,1564.0,1051.0,954.0,428.0,87.0,0.671994884910486,0.9077069457659372,0.44863731656184486,0.20327102803738317
1146,2321.0,2104.0,1913.0,956.0,81.0,0.9065058164584231,0.9092205323193916,0.4997386304234187,0.08472803347280335
1147,2207.0,2030.0,1849.0,908.0,110.0,0.919800634345265,0.9108374384236453,0.4910762574364521,0.1211453744493392
1148,1909.0,1756.0,1624.0,671.0,98.0,0.9198533263488737,0.9248291571753986,0.4131773399014778,0.14605067064083457
1149,2552.0,2348.0,2106.0,861.0,111.0,0.9200626959247649,0.8969335604770017,0.40883190883190884,0.1289198606271777
1150,2095.0,1928.0,1721.0,673.0,111.0,0.9202863961813843,0.8926348547717843,0.39105171411969786,0.1649331352154532
1151,1288.0,1185.0,1066.0,554.0,73.0,0.9200310559006211,0.8995780590717299,0.5196998123827392,0.13176895306859207
1152,1588.0,1461.0,1343.0,537.0,64.0,0.9200251889168766,0.919233401779603,0.39985107967237526,0.1191806331471136
1153,1818.0,1547.0,1393.0,795.0,147.0,0.8509350935093509,0.9004524886877828,0.5707106963388371,0.18490566037735848
1154,964.0,798.0,720.0,394.0,42.0,0.8278008298755186,0.9022556390977443,0.5472222222222223,0.1065989847715736
1155,3387.0,2899.0,2721.0,1155.0,145.0,0.8559196929436079,0.9385995170748535,0.4244762954796031,0.12554112554112554
1156,1511.0,1390.0,1258.0,744.0,93.0,0.9199205823957644,0.9050359712230216,0.5914149443561209,0.125
1157,2057.0,1892.0,1744.0,1157.0,159.0,0.9197860962566845,0.9217758985200846,0.6634174311926605,0.13742437337942956
