,Views,Visits,Conversions,Pages / Visit,Conversion Rate
903,438.0,201.0,12.0,2.1791044776119404,0.05970149253731343
904,454.0,184.0,11.0,2.467391304347826,0.059782608695652176
905,445.0,189.0,14.0,2.3544973544973544,0.07407407407407407
906,497.0,226.0,14.0,2.1991150442477876,0.061946902654867256
907,481.0,237.0,22.0,2.029535864978903,0.09282700421940929
908,328.0,111.0,8.0,2.954954954954955,0.07207207207207207
909,324.0,150.0,8.0,2.16,0.05333333333333334
910,501.0,213.0,23.0,2.352112676056338,0.107981220657277
911,535.0,230.0,12.0,2.3260869565217392,0.05217391304347826
912,504.0,256.0,27.0,1.96875,0.10546875
913,574.0,263.0,23.0,2.182509505703422,0.08745247148288973
914,476.0,222.0,14.0,2.144144144144144,0.06306306306306306
915,348.0,155.0,13.0,2.2451612903225806,0.08387096774193549
916,342.0,165.0,10.0,2.0727272727272728,0.06060606060606061
917,533.0,261.0,21.0,2.0421455938697317,0.08045977011494253
918,549.0,249.0,17.0,2.2048192771084336,0.06827309236947791
919,533.0,261.0,17.0,2.0421455938697317,0.06513409961685823
920,515.0,255.0,22.0,2.019607843137255,0.08627450980392157
921,479.0,233.0,14.0,2.055793991416309,0.060085836909871244
922,340.0,131.0,12.0,2.595419847328244,0.0916030534351145
923,304.0,147.0,8.0,2.068027210884354,0.05442176870748299
924,515.0,255.0,19.0,2.019607843137255,0.07450980392156863
925,531.0,254.0,19.0,2.090551181102362,0.07480314960629922
926,494.0,263.0,25.0,1.8783269961977187,0.09505703422053231
927,474.0,197.0,16.0,2.4060913705583755,0.08121827411167512
928,494.0,213.0,21.0,2.31924882629108,0.09859154929577464
929,326.0,137.0,11.0,2.3795620437956204,0.08029197080291971
930,313.0,140.0,7.0,2.2357142857142858,0.05
931,529.0,240.0,18.0,2.2041666666666666,0.075
932,532.0,234.0,18.0,2.2735042735042734,0.07692307692307693
933,513.0,177.0,8.0,2.8983050847457625,0.04519774011299435
934,489.0,263.0,15.0,1.8593155893536122,0.057034220532319393
935,480.0,210.0,15.0,2.2857142857142856,0.07142857142857142
936,342.0,172.0,11.0,1.9883720930232558,0.06395348837209303
937,311.0,153.0,10.0,2.0326797385620914,0.06535947712418301
938,563.0,259.0,17.0,2.1737451737451736,0.06563706563706563
939,531.0,228.0,11.0,2.3289473684210527,0.04824561403508772
940,516.0,220.0,12.0,2.3454545454545452,0.05454545454545454
941,601.0,262.0,22.0,2.2938931297709924,0.08396946564885496
942,489.0,246.0,18.0,1.9878048780487805,0.07317073170731707
943,357.0,154.0,15.0,2.3181818181818183,0.09740259740259741
944,304.0,139.0,10.0,2.1870503597122304,0.07194244604316546
945,546.0,283.0,27.0,1.9293286219081272,0.09540636042402827
946,560.0,256.0,19.0,2.1875,0.07421875
947,519.0,217.0,21.0,2.391705069124424,0.0967741935483871
948,488.0,282.0,20.0,1.7304964539007093,0.07092198581560284
949,489.0,230.0,14.0,2.126086956521739,0.06086956521739131
950,341.0,139.0,9.0,2.4532374100719423,0.06474820143884892
951,322.0,159.0,7.0,2.0251572327044025,0.0440251572327044
952,539.0,283.0,17.0,1.9045936395759717,0.06007067137809187
953,527.0,198.0,11.0,2.6616161616161618,0.05555555555555555
954,520.0,220.0,13.0,2.3636363636363638,0.05909090909090909
955,544.0,246.0,24.0,2.2113821138211383,0.0975609756097561
956,500.0,220.0,14.0,2.272727272727273,0.06363636363636363
957,344.0,196.0,12.0,1.7551020408163265,0.061224489795918366
958,326.0,128.0,9.0,2.546875,0.0703125
959,528.0,280.0,18.0,1.8857142857142857,0.06428571428571428
960,546.0,296.0,18.0,1.8445945945945945,0.060810810810810814
961,520.0,228.0,17.0,2.280701754385965,0.07456140350877193
962,543.0,246.0,17.0,2.207317073170732,0.06910569105691057
963,496.0,194.0,12.0,2.556701030927835,0.061855670103092786
964,349.0,135.0,7.0,2.585185185185185,0.05185185185185185
965,325.0,124.0,10.0,2.620967741935484,0.08064516129032258
966,552.0,225.0,14.0,2.453333333333333,0.06222222222222222
967,541.0,266.0,23.0,2.0338345864661656,0.08646616541353383
968,515.0,231.0,11.0,2.2294372294372296,0.047619047619047616
969,519.0,217.0,11.0,2.391705069124424,0.05069124423963134
970,496.0,210.0,16.0,2.361904761904762,0.0761904761904762
971,353.0,165.0,11.0,2.139393939393939,0.06666666666666667
972,337.0,144.0,10.0,2.3402777777777777,0.06944444444444445
973,526.0,216.0,11.0,2.435185185185185,0.05092592592592592
974,550.0,279.0,18.0,1.971326164874552,0.06451612903225806
975,518.0,234.0,14.0,2.213675213675214,0.05982905982905983
976,524.0,254.0,14.0,2.062992125984252,0.05511811023622047
977,515.0,236.0,15.0,2.1822033898305087,0.0635593220338983
978,377.0,161.0,15.0,2.341614906832298,0.09316770186335403
979,353.0,156.0,12.0,2.2628205128205128,0.07692307692307693
980,542.0,289.0,31.0,1.8754325259515572,0.10726643598615918
981,554.0,242.0,23.0,2.2892561983471076,0.09504132231404959
982,526.0,316.0,20.0,1.6645569620253164,0.06329113924050633
983,569.0,286.0,16.0,1.9895104895104896,0.055944055944055944
984,504.0,204.0,19.0,2.4705882352941178,0.09313725490196079
985,351.0,152.0,12.0,2.3092105263157894,0.07894736842105263
986,264.0,117.0,8.0,2.2564102564102564,0.06837606837606838
987,463.0,212.0,13.0,2.1839622641509435,0.06132075471698113
988,490.0,207.0,16.0,2.367149758454106,0.07729468599033816
989,440.0,194.0,10.0,2.268041237113402,0.05154639175257732
990,442.0,226.0,18.0,1.9557522123893805,0.07964601769911504
991,437.0,230.0,20.0,1.9,0.08695652173913043
992,301.0,144.0,7.0,2.0902777777777777,0.04861111111111111
993,276.0,138.0,10.0,2.0,0.07246376811594203
994,470.0,224.0,20.0,2.0982142857142856,0.08928571428571429
995,464.0,236.0,14.0,1.9661016949152543,0.059322033898305086
996,443.0,236.0,20.0,1.8771186440677967,0.0847457627118644
997,438.0,187.0,9.0,2.342245989304813,0.0481283422459893
998,430.0,185.0,13.0,2.324324324324324,0.07027027027027027
999,303.0,174.0,12.0,1.7413793103448276,0.06896551724137931
1000,282.0,131.0,10.0,2.1526717557251906,0.07633587786259542
1001,474.0,228.0,19.0,2.0789473684210527,0.08333333333333333
1002,496.0,257.0,19.0,1.9299610894941635,0.07392996108949416
1003,449.0,183.0,15.0,2.453551912568306,0.08196721311475409
1004,394.0,166.0,9.0,2.3734939759036147,0.05421686746987952
1005,385.0,153.0,8.0,2.5163398692810457,0.05228758169934641
1006,249.0,102.0,11.0,2.4411764705882355,0.10784313725490197
1007,224.0,103.0,5.0,2.174757281553398,0.04854368932038835
1008,406.0,224.0,12.0,1.8125,0.05357142857142857
1009,420.0,188.0,16.0,2.234042553191489,0.0851063829787234
1010,397.0,200.0,21.0,1.985,0.105
1011,422.0,187.0,12.0,2.2566844919786098,0.06417112299465241
1012,383.0,155.0,12.0,2.470967741935484,0.07741935483870968
1013,270.0,122.0,12.0,2.2131147540983607,0.09836065573770492
1014,242.0,110.0,13.0,2.2,0.11818181818181818
1015,418.0,214.0,12.0,1.9532710280373833,0.056074766355140186
1016,415.0,232.0,17.0,1.7887931034482758,0.07327586206896551
1017,405.0,197.0,19.0,2.0558375634517767,0.09644670050761421
1018,358.0,163.0,11.0,2.196319018404908,0.06748466257668712
1019,386.0,201.0,11.0,1.9203980099502487,0.05472636815920398
1020,273.0,135.0,12.0,2.022222222222222,0.08888888888888889
1021,249.0,116.0,8.0,2.146551724137931,0.06896551724137931
1022,403.0,177.0,15.0,2.2768361581920904,0.0847457627118644
1023,444.0,236.0,22.0,1.88135593220339,0.09322033898305085
1024,410.0,208.0,12.0,1.9711538461538463,0.057692307692307696
1025,397.0,190.0,13.0,2.0894736842105264,0.06842105263157895
1026,389.0,167.0,15.0,2.3293413173652695,0.08982035928143713
1027,279.0,128.0,11.0,2.1796875,0.0859375
1028,273.0,122.0,16.0,2.237704918032787,0.13114754098360656
1029,431.0,166.0,8.0,2.5963855421686746,0.04819277108433735
1030,423.0,204.0,13.0,2.073529411764706,0.06372549019607843
1031,409.0,191.0,15.0,2.141361256544503,0.07853403141361257
1032,386.0,150.0,10.0,2.5733333333333333,0.06666666666666667
1033,386.0,176.0,10.0,2.1931818181818183,0.056818181818181816
1034,268.0,106.0,6.0,2.5283018867924527,0.05660377358490566
1035,266.0,115.0,8.0,2.3130434782608695,0.06956521739130435
1036,417.0,172.0,10.0,2.4244186046511627,0.05813953488372093
1037,414.0,191.0,13.0,2.167539267015707,0.06806282722513089
1038,427.0,196.0,13.0,2.1785714285714284,0.0663265306122449
1039,375.0,160.0,9.0,2.34375,0.05625
1040,404.0,194.0,17.0,2.082474226804124,0.08762886597938144
1041,276.0,130.0,10.0,2.123076923076923,0.07692307692307693
1042,263.0,117.0,7.0,2.247863247863248,0.05982905982905983
1043,434.0,204.0,8.0,2.127450980392157,0.0392156862745098
1044,436.0,186.0,10.0,2.3440860215053765,0.053763440860215055
1045,427.0,208.0,27.0,2.0528846153846154,0.12980769230769232
1046,401.0,182.0,12.0,2.2032967032967035,0.06593406593406594
1047,397.0,179.0,8.0,2.217877094972067,0.0446927374301676
1048,307.0,152.0,11.0,2.0197368421052633,0.07236842105263158
1049,299.0,123.0,6.0,2.430894308943089,0.04878048780487805
1050,490.0,208.0,24.0,2.355769230769231,0.11538461538461539
1051,510.0,220.0,10.0,2.3181818181818183,0.045454545454545456
1052,467.0,213.0,24.0,2.192488262910798,0.11267605633802817
1053,442.0,207.0,19.0,2.135265700483092,0.09178743961352658
1054,450.0,160.0,12.0,2.8125,0.075
1055,309.0,161.0,10.0,1.9192546583850931,0.062111801242236024
1056,291.0,128.0,9.0,2.2734375,0.0703125
1057,472.0,212.0,12.0,2.2264150943396226,0.05660377358490566
1058,498.0,226.0,10.0,2.2035398230088497,0.04424778761061947
1059,475.0,233.0,21.0,2.03862660944206,0.09012875536480687
1060,452.0,300.0,27.0,1.5066666666666666,0.09
1061,446.0,230.0,15.0,1.9391304347826086,0.06521739130434782
1062,304.0,141.0,8.0,2.1560283687943262,0.05673758865248227
1063,288.0,128.0,12.0,2.25,0.09375
1064,497.0,197.0,13.0,2.5228426395939088,0.06598984771573604
1065,487.0,230.0,12.0,2.117391304347826,0.05217391304347826
1066,485.0,234.0,19.0,2.072649572649573,0.0811965811965812
1067,466.0,212.0,13.0,2.19811320754717,0.06132075471698113
1068,443.0,223.0,14.0,1.9865470852017937,0.06278026905829596
1069,281.0,142.0,12.0,1.9788732394366197,0.08450704225352113
1070,304.0,184.0,14.0,1.6521739130434783,0.07608695652173914
1071,491.0,224.0,19.0,2.1919642857142856,0.08482142857142858
1072,496.0,207.0,13.0,2.396135265700483,0.06280193236714976
1073,491.0,206.0,20.0,2.383495145631068,0.0970873786407767
1074,526.0,224.0,12.0,2.3482142857142856,0.05357142857142857
1075,451.0,183.0,11.0,2.4644808743169397,0.060109289617486336
1076,300.0,116.0,8.0,2.586206896551724,0.06896551724137931
1077,289.0,112.0,7.0,2.580357142857143,0.0625
1078,506.0,254.0,14.0,1.9921259842519685,0.05511811023622047
1079,395.0,185.0,10.0,2.135135135135135,0.05405405405405406
1080,384.0,160.0,8.0,2.4,0.05
1081,398.0,166.0,9.0,2.397590361445783,0.05421686746987952
1082,363.0,179.0,12.0,2.0279329608938546,0.0670391061452514
1083,257.0,107.0,7.0,2.4018691588785046,0.06542056074766354
1084,241.0,96.0,4.0,2.5104166666666665,0.041666666666666664
1085,403.0,136.0,9.0,2.963235294117647,0.0661764705882353
1086,391.0,198.0,11.0,1.9747474747474747,0.05555555555555555
1087,399.0,168.0,14.0,2.375,0.08333333333333333
1088,389.0,227.0,11.0,1.7136563876651982,0.048458149779735685
1089,375.0,157.0,10.0,2.388535031847134,0.06369426751592357
1090,246.0,100.0,5.0,2.46,0.05
1091,240.0,112.0,9.0,2.142857142857143,0.08035714285714286
1092,380.0,168.0,12.0,2.261904761904762,0.07142857142857142
1093,423.0,194.0,15.0,2.1804123711340204,0.07731958762886598
1094,386.0,199.0,14.0,1.9396984924623115,0.07035175879396985
1095,399.0,155.0,6.0,2.574193548387097,0.03870967741935484
1096,367.0,170.0,14.0,2.1588235294117646,0.08235294117647059
1097,259.0,123.0,9.0,2.105691056910569,0.07317073170731707
1098,241.0,119.0,6.0,2.0252100840336134,0.05042016806722689
1099,392.0,151.0,6.0,2.596026490066225,0.039735099337748346
1100,396.0,198.0,14.0,2.0,0.0707070707070707
1101,389.0,169.0,11.0,2.301775147928994,0.0650887573964497
1102,372.0,203.0,17.0,1.832512315270936,0.08374384236453201
1103,361.0,154.0,10.0,2.344155844155844,0.06493506493506493
1104,256.0,120.0,10.0,2.1333333333333333,0.08333333333333333
1105,256.0,115.0,7.0,2.226086956521739,0.06086956521739131
1106,385.0,196.0,9.0,1.9642857142857142,0.04591836734693878
1107,378.0,203.0,15.0,1.8620689655172413,0.07389162561576355
1108,389.0,181.0,14.0,2.149171270718232,0.07734806629834254
1109,387.0,195.0,9.0,1.9846153846153847,0.046153846153846156
1110,368.0,173.0,15.0,2.1271676300578033,0.08670520231213873
1111,251.0,132.0,12.0,1.9015151515151516,0.09090909090909091
1112,229.0,107.0,11.0,2.1401869158878504,0.102803738317757
1113,378.0,146.0,8.0,2.589041095890411,0.0547945205479452
1114,408.0,157.0,9.0,2.5987261146496814,0.05732484076433121
1115,383.0,174.0,13.0,2.2011494252873565,0.07471264367816093
1116,388.0,182.0,17.0,2.131868131868132,0.09340659340659341
1117,361.0,143.0,8.0,2.5244755244755246,0.055944055944055944
1118,241.0,115.0,10.0,2.0956521739130434,0.08695652173913043
1119,231.0,100.0,10.0,2.31,0.1
1120,394.0,173.0,9.0,2.277456647398844,0.05202312138728324
1121,410.0,184.0,15.0,2.2282608695652173,0.08152173913043478
1122,399.0,182.0,13.0,2.1923076923076925,0.07142857142857142
1123,359.0,145.0,13.0,2.475862068965517,0.0896551724137931
1124,374.0,192.0,14.0,1.9479166666666667,0.07291666666666667
1125,259.0,130.0,10.0,1.9923076923076923,0.07692307692307693
1126,227.0,95.0,6.0,2.389473684210526,0.06315789473684211
1127,355.0,164.0,9.0,2.1646341463414633,0.054878048780487805
1128,372.0,176.0,13.0,2.1136363636363638,0.07386363636363637
1129,352.0,160.0,7.0,2.2,0.04375
1130,351.0,170.0,11.0,2.0647058823529414,0.06470588235294118
1131,344.0,174.0,13.0,1.9770114942528736,0.07471264367816093
1132,229.0,108.0,7.0,2.1203703703703702,0.06481481481481481
1133,207.0,107.0,6.0,1.9345794392523366,0.056074766355140186
1134,351.0,126.0,7.0,2.7857142857142856,0.05555555555555555
1135,371.0,169.0,14.0,2.195266272189349,0.08284023668639054
1136,363.0,169.0,9.0,2.1479289940828403,0.05325443786982249
1137,334.0,165.0,14.0,2.0242424242424244,0.08484848484848485
1138,333.0,133.0,8.0,2.5037593984962405,0.06015037593984962
1139,242.0,94.0,5.0,2.574468085106383,0.05319148936170213
1140,221.0,84.0,3.0,2.630952380952381,0.03571428571428571
1141,368.0,170.0,10.0,2.164705882352941,0.058823529411764705
1142,370.0,163.0,11.0,2.2699386503067487,0.06748466257668712
1143,358.0,168.0,10.0,2.130952380952381,0.05952380952380952
1144,337.0,176.0,10.0,1.9147727272727273,0.056818181818181816
1145,331.0,140.0,10.0,2.3642857142857143,0.07142857142857142
1146,242.0,117.0,9.0,2.0683760683760686,0.07692307692307693
1147,218.0,92.0,5.0,2.369565217391304,0.05434782608695652
1148,367.0,191.0,17.0,1.9214659685863875,0.08900523560209424
1149,348.0,131.0,6.0,2.6564885496183206,0.04580152671755725
1150,352.0,190.0,12.0,1.8526315789473684,0.06315789473684211
1151,364.0,156.0,7.0,2.3333333333333335,0.04487179487179487
1152,334.0,175.0,11.0,1.9085714285714286,0.06285714285714286
1153,219.0,100.0,6.0,2.19,0.06
1154,234.0,120.0,9.0,1.95,0.075
1155,363.0,167.0,10.0,2.1736526946107784,0.059880239520958084
1156,380.0,155.0,14.0,2.4516129032258065,0.09032258064516129
1157,360.0,180.0,9.0,2.0,0.05
1158,401.0,211.0,19.0,1.900473933649289,0.09004739336492891
1159,370.0,134.0,6.0,2.7611940298507465,0.04477611940298507
1160,259.0,120.0,7.0,2.158333333333333,0.058333333333333334
1161,246.0,113.0,9.0,2.1769911504424777,0.07964601769911504
1162,402.0,173.0,12.0,2.3236994219653178,0.06936416184971098
1163,392.0,180.0,13.0,2.1777777777777776,0.07222222222222222
1164,402.0,192.0,19.0,2.09375,0.09895833333333333
1165,375.0,174.0,11.0,2.1551724137931036,0.06321839080459771
1166,368.0,151.0,15.0,2.437086092715232,0.09933774834437085
1167,259.0,122.0,11.0,2.122950819672131,0.09016393442622951
1168,266.0,97.0,9.0,2.7422680412371134,0.09278350515463918
1169,412.0,177.0,9.0,2.327683615819209,0.05084745762711865
1170,409.0,183.0,14.0,2.2349726775956285,0.07650273224043716
1171,395.0,190.0,13.0,2.0789473684210527,0.06842105263157895
1172,404.0,171.0,11.0,2.3625730994152048,0.06432748538011696
1173,380.0,168.0,12.0,2.261904761904762,0.07142857142857142
1174,254.0,113.0,5.0,2.247787610619469,0.04424778761061947
1175,245.0,115.0,7.0,2.130434782608696,0.06086956521739131
1176,397.0,217.0,15.0,1.8294930875576036,0.06912442396313365
1177,409.0,191.0,12.0,2.141361256544503,0.06282722513089005
1178,960.0,717.0,52.0,1.3389121338912133,0.07252440725244072
1179,395.0,184.0,14.0,2.1467391304347827,0.07608695652173914
1180,377.0,174.0,10.0,2.1666666666666665,0.05747126436781609
1181,267.0,97.0,6.0,2.752577319587629,0.061855670103092786
1182,257.0,116.0,7.0,2.2155172413793105,0.0603448275862069
1183,415.0,178.0,9.0,2.331460674157303,0.05056179775280899
1184,453.0,192.0,15.0,2.359375,0.078125
1185,389.0,200.0,16.0,1.945,0.08
1186,407.0,180.0,18.0,2.261111111111111,0.1
1187,379.0,152.0,8.0,2.4934210526315788,0.05263157894736842
1188,253.0,120.0,6.0,2.1083333333333334,0.05
1189,283.0,136.0,10.0,2.0808823529411766,0.07352941176470588
1190,401.0,157.0,9.0,2.554140127388535,0.05732484076433121
1191,436.0,176.0,10.0,2.477272727272727,0.056818181818181816
1192,405.0,185.0,12.0,2.189189189189189,0.06486486486486487
1193,449.0,185.0,24.0,2.427027027027027,0.12972972972972974
1194,382.0,139.0,9.0,2.7482014388489207,0.06474820143884892
1195,275.0,131.0,12.0,2.099236641221374,0.0916030534351145
1196,250.0,105.0,10.0,2.380952380952381,0.09523809523809523
1197,925.0,269.0,17.0,3.4386617100371746,0.06319702602230483
1198,424.0,192.0,10.0,2.2083333333333335,0.052083333333333336
1199,411.0,205.0,13.0,2.004878048780488,0.06341463414634146
1200,439.0,238.0,15.0,1.8445378151260505,0.06302521008403361
1201,388.0,171.0,13.0,2.2690058479532165,0.07602339181286549
1202,260.0,103.0,8.0,2.5242718446601944,0.07766990291262135
1203,245.0,90.0,6.0,2.7222222222222223,0.06666666666666667
1204,432.0,181.0,14.0,2.386740331491713,0.07734806629834254
1205,417.0,159.0,11.0,2.6226415094339623,0.06918238993710692
1206,404.0,184.0,18.0,2.1956521739130435,0.09782608695652174
1207,402.0,179.0,12.0,2.2458100558659218,0.0670391061452514
1208,384.0,163.0,12.0,2.355828220858896,0.0736196319018405
1209,282.0,147.0,7.0,1.9183673469387754,0.047619047619047616
1210,237.0,95.0,9.0,2.4947368421052634,0.09473684210526316
1211,391.0,180.0,10.0,2.172222222222222,0.05555555555555555
1212,405.0,203.0,11.0,1.9950738916256157,0.054187192118226604
1213,371.0,189.0,14.0,1.962962962962963,0.07407407407407407
1214,362.0,152.0,12.0,2.3815789473684212,0.07894736842105263
1215,366.0,165.0,12.0,2.2181818181818183,0.07272727272727272
1216,240.0,101.0,8.0,2.376237623762376,0.07920792079207921
1217,254.0,117.0,6.0,2.1709401709401708,0.05128205128205128
1218,385.0,191.0,10.0,2.0157068062827226,0.05235602094240838
1219,422.0,194.0,14.0,2.1752577319587627,0.07216494845360824
1220,374.0,164.0,11.0,2.2804878048780486,0.06707317073170732
1221,425.0,206.0,11.0,2.063106796116505,0.05339805825242718
1222,360.0,162.0,17.0,2.2222222222222223,0.10493827160493827
1223,246.0,110.0,6.0,2.2363636363636363,0.05454545454545454
1224,243.0,106.0,9.0,2.292452830188679,0.08490566037735849
1225,387.0,164.0,14.0,2.3597560975609757,0.08536585365853659
1226,404.0,192.0,12.0,2.1041666666666665,0.0625
1227,373.0,152.0,11.0,2.4539473684210527,0.07236842105263158
1228,408.0,162.0,8.0,2.5185185185185186,0.04938271604938271
1229,365.0,158.0,11.0,2.310126582278481,0.06962025316455696
1230,257.0,126.0,5.0,2.0396825396825395,0.03968253968253968
1231,234.0,105.0,5.0,2.2285714285714286,0.047619047619047616
1232,381.0,199.0,19.0,1.914572864321608,0.09547738693467336
1233,392.0,176.0,10.0,2.227272727272727,0.056818181818181816
1234,384.0,183.0,12.0,2.098360655737705,0.06557377049180328
1235,440.0,197.0,12.0,2.233502538071066,0.06091370558375635
1236,370.0,199.0,16.0,1.8592964824120604,0.08040201005025126
1237,254.0,109.0,9.0,2.330275229357798,0.08256880733944955
1238,249.0,105.0,5.0,2.3714285714285714,0.047619047619047616
1239,398.0,164.0,13.0,2.426829268292683,0.07926829268292683
1240,393.0,213.0,21.0,1.8450704225352113,0.09859154929577464
1241,385.0,174.0,12.0,2.2126436781609193,0.06896551724137931
1242,386.0,187.0,12.0,2.064171122994652,0.06417112299465241
1243,352.0,149.0,15.0,2.3624161073825505,0.10067114093959731
1244,243.0,121.0,7.0,2.0082644628099175,0.05785123966942149
1245,208.0,92.0,7.0,2.260869565217391,0.07608695652173914
1246,383.0,167.0,14.0,2.2934131736526946,0.08383233532934131
1247,376.0,193.0,13.0,1.9481865284974094,0.06735751295336788
1248,372.0,150.0,11.0,2.48,0.07333333333333333
1249,356.0,152.0,7.0,2.3421052631578947,0.046052631578947366
1250,349.0,147.0,7.0,2.3741496598639458,0.047619047619047616
1251,252.0,130.0,8.0,1.9384615384615385,0.06153846153846154
1252,226.0,112.0,7.0,2.017857142857143,0.0625
1253,373.0,180.0,9.0,2.0722222222222224,0.05
1254,397.0,172.0,17.0,2.308139534883721,0.09883720930232558
1255,366.0,159.0,8.0,2.30188679245283,0.050314465408805034
1256,417.0,203.0,28.0,2.0541871921182264,0.13793103448275862
1257,346.0,170.0,7.0,2.0352941176470587,0.041176470588235294
1258,235.0,102.0,8.0,2.303921568627451,0.0784313725490196
1259,216.0,94.0,7.0,2.297872340425532,0.07446808510638298
1260,397.0,188.0,12.0,2.1117021276595747,0.06382978723404255
1261,392.0,149.0,7.0,2.6308724832214767,0.04697986577181208
1262,373.0,181.0,8.0,2.0607734806629834,0.04419889502762431
1263,374.0,153.0,9.0,2.4444444444444446,0.058823529411764705
1264,353.0,172.0,12.0,2.052325581395349,0.06976744186046512
1265,248.0,131.0,12.0,1.8931297709923665,0.0916030534351145
1266,220.0,107.0,7.0,2.05607476635514,0.06542056074766354
1267,373.0,173.0,11.0,2.1560693641618496,0.06358381502890173
1268,400.0,202.0,19.0,1.9801980198019802,0.09405940594059406
1269,360.0,186.0,19.0,1.935483870967742,0.10215053763440861
1270,372.0,159.0,9.0,2.339622641509434,0.05660377358490566
1271,354.0,153.0,12.0,2.3137254901960786,0.0784313725490196
1272,238.0,110.0,8.0,2.1636363636363636,0.07272727272727272
1273,239.0,92.0,10.0,2.597826086956522,0.10869565217391304
1274,376.0,166.0,9.0,2.2650602409638556,0.05421686746987952
1275,400.0,183.0,10.0,2.185792349726776,0.0546448087431694
1276,389.0,181.0,9.0,2.149171270718232,0.049723756906077346
1277,436.0,176.0,7.0,2.477272727272727,0.03977272727272727
1278,368.0,159.0,9.0,2.3144654088050314,0.05660377358490566
1279,236.0,104.0,6.0,2.269230769230769,0.057692307692307696
1280,241.0,121.0,8.0,1.9917355371900827,0.06611570247933884
1281,412.0,204.0,12.0,2.019607843137255,0.058823529411764705
1282,409.0,174.0,13.0,2.3505747126436782,0.07471264367816093
1283,394.0,187.0,8.0,2.106951871657754,0.0427807486631016
1284,413.0,172.0,12.0,2.4011627906976742,0.06976744186046512
1285,366.0,167.0,10.0,2.191616766467066,0.059880239520958084
1286,268.0,129.0,11.0,2.0775193798449614,0.08527131782945736
1287,248.0,123.0,12.0,2.016260162601626,0.0975609756097561
1288,393.0,165.0,11.0,2.381818181818182,0.06666666666666667
1289,412.0,188.0,11.0,2.1914893617021276,0.05851063829787234
1290,381.0,160.0,9.0,2.38125,0.05625
1291,410.0,184.0,8.0,2.2282608695652173,0.043478260869565216
1292,366.0,187.0,14.0,1.9572192513368984,0.0748663101604278
1293,241.0,98.0,10.0,2.4591836734693877,0.10204081632653061
1294,258.0,116.0,8.0,2.2241379310344827,0.06896551724137931
1295,391.0,164.0,9.0,2.3841463414634148,0.054878048780487805
1296,405.0,157.0,14.0,2.5796178343949046,0.08917197452229299
1297,519.0,243.0,18.0,2.1358024691358026,0.07407407407407407
1298,368.0,160.0,14.0,2.3,0.0875
1299,376.0,175.0,12.0,2.1485714285714286,0.06857142857142857
1300,255.0,124.0,7.0,2.056451612903226,0.056451612903225805
1301,254.0,117.0,7.0,2.1709401709401708,0.05982905982905983
1302,384.0,144.0,11.0,2.6666666666666665,0.0763888888888889
1303,419.0,206.0,14.0,2.033980582524272,0.06796116504854369
1304,388.0,169.0,13.0,2.2958579881656807,0.07692307692307693
1305,399.0,175.0,13.0,2.28,0.07428571428571429
1306,376.0,164.0,10.0,2.292682926829268,0.06097560975609756
1307,253.0,109.0,17.0,2.3211009174311927,0.1559633027522936
1308,237.0,118.0,10.0,2.0084745762711864,0.0847457627118644
1309,429.0,173.0,15.0,2.479768786127168,0.08670520231213873
1310,399.0,172.0,18.0,2.3197674418604652,0.10465116279069768
1311,402.0,156.0,12.0,2.576923076923077,0.07692307692307693
1312,438.0,220.0,16.0,1.990909090909091,0.07272727272727272
1313,381.0,194.0,23.0,1.9639175257731958,0.11855670103092783
1314,247.0,113.0,8.0,2.185840707964602,0.07079646017699115
1315,249.0,108.0,6.0,2.3055555555555554,0.05555555555555555
1316,407.0,172.0,11.0,2.366279069767442,0.06395348837209303
1317,437.0,192.0,14.0,2.2760416666666665,0.07291666666666667
1318,398.0,177.0,8.0,2.248587570621469,0.04519774011299435
1319,364.0,164.0,10.0,2.2195121951219514,0.06097560975609756
1320,374.0,183.0,9.0,2.0437158469945356,0.04918032786885246
1321,269.0,111.0,10.0,2.4234234234234235,0.09009009009009009
1322,257.0,107.0,6.0,2.4018691588785046,0.056074766355140186
1323,408.0,197.0,15.0,2.0710659898477157,0.07614213197969544
1324,406.0,189.0,11.0,2.1481481481481484,0.0582010582010582
1325,395.0,180.0,13.0,2.1944444444444446,0.07222222222222222
1326,478.0,202.0,17.0,2.366336633663366,0.08415841584158416
1327,462.0,206.0,10.0,2.2427184466019416,0.04854368932038835
1328,294.0,112.0,10.0,2.625,0.08928571428571429
1329,304.0,126.0,9.0,2.4126984126984126,0.07142857142857142
1330,498.0,209.0,18.0,2.382775119617225,0.0861244019138756
1331,499.0,233.0,11.0,2.1416309012875536,0.04721030042918455
1332,493.0,233.0,12.0,2.11587982832618,0.05150214592274678
1333,507.0,211.0,10.0,2.4028436018957344,0.04739336492890995
1334,468.0,198.0,12.0,2.3636363636363638,0.06060606060606061
1335,308.0,145.0,12.0,2.1241379310344826,0.08275862068965517
1336,292.0,112.0,7.0,2.607142857142857,0.0625
1337,483.0,215.0,22.0,2.2465116279069766,0.10232558139534884
1338,503.0,210.0,8.0,2.395238095238095,0.0380952380952381
1339,448.0,189.0,14.0,2.3703703703703702,0.07407407407407407
1340,418.0,174.0,12.0,2.4022988505747125,0.06896551724137931
1341,423.0,206.0,12.0,2.0533980582524274,0.05825242718446602
