Date,Campaign,Ad Group,Impressions,Clicks,CTR,Avg CPM,Avg CPC,Cost,Avg Position,Conversions,Cost / Conversion
"12 December, 2012",Mountain Bikes,Athletic Bikes,7926,74,0.93%,$19.59,$2.1,$155.28,3.7,13,$11.94
"12 December, 2012",Mountain Bikes,Adult Bikes,8563,92,1.07%,$14.68,$1.37,$125.69,5.5,10,$12.57
"12 December, 2012",Mountain Bikes,Kids Bikes,9677,90,0.93%,$17.68,$1.9,$171.11,1.9,10,$17.11
"13 December, 2012",Mountain Bikes,Common Keywords,9505,98,1.03%,$6.87,$0.67,$65.29,3.3,12,$5.44
"13 December, 2012",Mountain Bikes,Athletic Bikes,9641,52,0.54%,$5.39,$1,$51.99,3.3,14,$3.71
"13 December, 2012",Mountain Bikes,Adult Bikes,6652,47,0.71%,$8.69,$1.23,$57.78,6.7,15,$3.85
"13 December, 2012",Mountain Bikes,Kids Bikes,7383,54,0.73%,$14.73,$2.01,$108.77,2.1,10,$10.88
"14 December, 2012",Mountain Bikes,Common Keywords,6981,82,1.17%,$20.15,$1.72,$140.64,3.3,10,$14.06
"14 December, 2012",Mountain Bikes,Athletic Bikes,9067,35,0.39%,$7.62,$1.97,$69.07,2.5,8,$8.63
"14 December, 2012",Mountain Bikes,Adult Bikes,6197,78,1.26%,$27.86,$2.21,$172.68,6.2,9,$19.19
"14 December, 2012",Mountain Bikes,Kids Bikes,6106,32,0.52%,$7.53,$1.44,$45.96,2,14,$3.28
"15 December, 2012",Mountain Bikes,Common Keywords,8828,74,0.84%,$7.13,$0.85,$62.9,3.3,5,$12.58
"15 December, 2012",Mountain Bikes,Athletic Bikes,9516,96,1.01%,$7.19,$0.71,$68.43,3.2,8,$8.55
"15 December, 2012",Mountain Bikes,Adult Bikes,8767,87,0.99%,$6.32,$0.64,$55.45,6.8,13,$4.27
"15 December, 2012",Mountain Bikes,Kids Bikes,7125,100,1.40%,$30.03,$2.14,$213.96,2.4,3,$71.32
"16 December, 2012",Mountain Bikes,Common Keywords,9969,48,0.48%,$3.24,$0.67,$32.29,3.5,12,$2.69
"16 December, 2012",Mountain Bikes,Athletic Bikes,7618,41,0.54%,$6.44,$1.2,$49.09,2.7,8,$6.14
"16 December, 2012",Mountain Bikes,Adult Bikes,8645,37,0.43%,$7.1,$1.66,$61.36,6.6,14,$4.38
"16 December, 2012",Mountain Bikes,Kids Bikes,8982,92,1.02%,$22.22,$2.17,$199.55,2.2,4,$49.89
"17 December, 2012",Mountain Bikes,Common Keywords,6284,95,1.51%,$14.2,$0.94,$89.26,3.5,3,$29.75
"17 December, 2012",Mountain Bikes,Athletic Bikes,6085,91,1.50%,$29.74,$1.99,$180.96,2.3,4,$45.24
"17 December, 2012",Mountain Bikes,Adult Bikes,9278,89,0.96%,$17.66,$1.84,$163.89,5.7,6,$27.31
"17 December, 2012",Mountain Bikes,Kids Bikes,6778,98,1.45%,$30.48,$2.11,$206.59,2.3,14,$14.76
"18 December, 2012",Mountain Bikes,Common Keywords,9909,73,0.74%,$9.73,$1.32,$96.44,3.3,15,$6.43
"18 December, 2012",Mountain Bikes,Athletic Bikes,9188,43,0.47%,$3.87,$0.83,$35.54,2.2,3,$11.85
"18 December, 2012",Mountain Bikes,Adult Bikes,7651,41,0.54%,$9.4,$1.75,$71.89,5.9,11,$6.54
"18 December, 2012",Mountain Bikes,Kids Bikes,6342,91,1.43%,$10.17,$0.71,$64.52,2.8,5,$12.9
"19 December, 2012",Mountain Bikes,Common Keywords,6475,100,1.54%,$32.34,$2.09,$209.38,4.2,11,$19.03
"19 December, 2012",Mountain Bikes,Athletic Bikes,6139,32,0.52%,$7.68,$1.47,$47.18,3.3,14,$3.37
"19 December, 2012",Mountain Bikes,Adult Bikes,8041,61,0.76%,$8,$1.05,$64.31,6.6,7,$9.19
"19 December, 2012",Mountain Bikes,Kids Bikes,9550,100,1.05%,$12.61,$1.2,$120.4,2.5,13,$9.26
"20 December, 2012",Mountain Bikes,Common Keywords,8950,52,0.58%,$3.46,$0.6,$30.94,3.4,5,$6.19
"20 December, 2012",Mountain Bikes,Athletic Bikes,6054,66,1.09%,$20.56,$1.89,$124.48,3.7,7,$17.78
"20 December, 2012",Mountain Bikes,Adult Bikes,9273,74,0.80%,$15.98,$2,$148.17,5.7,7,$21.17
"20 December, 2012",Mountain Bikes,Kids Bikes,7347,85,1.16%,$11.09,$0.96,$81.48,2.2,14,$5.82
"21 December, 2012",Mountain Bikes,Common Keywords,7390,46,0.62%,$3.53,$0.57,$26.08,3.6,6,$4.35
"21 December, 2012",Mountain Bikes,Athletic Bikes,7942,48,0.60%,$10.2,$1.69,$81.04,2.7,15,$5.4
"21 December, 2012",Mountain Bikes,Adult Bikes,6203,40,0.64%,$11.04,$1.71,$68.49,5.2,12,$5.71
"21 December, 2012",Mountain Bikes,Kids Bikes,6959,56,0.80%,$13.17,$1.64,$91.64,2,13,$7.05
"22 December, 2012",Mountain Bikes,Common Keywords,8293,59,0.71%,$14.32,$2.01,$118.79,3.5,9,$13.2
"22 December, 2012",Mountain Bikes,Athletic Bikes,7528,38,0.50%,$9.26,$1.84,$69.74,3.5,11,$6.34
"22 December, 2012",Mountain Bikes,Adult Bikes,6944,71,1.02%,$19.08,$1.87,$132.47,5.4,8,$16.56
"22 December, 2012",Mountain Bikes,Kids Bikes,8863,48,0.54%,$13.11,$2.42,$116.18,2.5,3,$38.73
"23 December, 2012",Mountain Bikes,Common Keywords,9684,60,0.62%,$11.73,$1.89,$113.62,3.2,15,$7.57
"23 December, 2012",Mountain Bikes,Athletic Bikes,8568,79,0.92%,$16.5,$1.79,$141.35,2.6,15,$9.42
"23 December, 2012",Mountain Bikes,Adult Bikes,8795,40,0.45%,$9.62,$2.12,$84.62,5.7,9,$9.4
"23 December, 2012",Mountain Bikes,Kids Bikes,6002,59,0.98%,$9.21,$0.94,$55.31,2.6,5,$11.06
"24 December, 2012",Mountain Bikes,Common Keywords,8216,82,1.00%,$8.07,$0.81,$66.33,3.5,6,$11.05
"24 December, 2012",Mountain Bikes,Athletic Bikes,9941,86,0.87%,$4.41,$0.51,$43.89,3,7,$6.27
"24 December, 2012",Mountain Bikes,Adult Bikes,7975,49,0.61%,$9.96,$1.62,$79.42,5.4,10,$7.94
"24 December, 2012",Mountain Bikes,Kids Bikes,6806,62,0.91%,$9.11,$1,$61.99,2.6,12,$5.17
"25 December, 2012",Mountain Bikes,Common Keywords,9459,57,0.60%,$7.57,$1.26,$71.63,3.4,9,$7.96
"25 December, 2012",Mountain Bikes,Athletic Bikes,7943,60,0.76%,$16.83,$2.23,$133.67,2.8,5,$26.73
"25 December, 2012",Mountain Bikes,Adult Bikes,7507,55,0.73%,$5.31,$0.73,$39.88,6.1,13,$3.07
"25 December, 2012",Mountain Bikes,Kids Bikes,8500,97,1.14%,$18.82,$1.65,$159.95,1.7,3,$53.32
"26 December, 2012",Mountain Bikes,Common Keywords,9359,78,0.83%,$14.14,$1.7,$132.35,3.8,11,$12.03
"26 December, 2012",Mountain Bikes,Athletic Bikes,9144,55,0.60%,$9.44,$1.57,$86.32,2.9,4,$21.58
"26 December, 2012",Mountain Bikes,Adult Bikes,7878,54,0.69%,$17.11,$2.5,$134.77,6.1,12,$11.23
"26 December, 2012",Mountain Bikes,Kids Bikes,8485,64,0.75%,$15.3,$2.03,$129.85,3.8,4,$32.46
"27 December, 2012",Mountain Bikes,Common Keywords,9562,65,0.68%,$14.82,$2.18,$141.69,3.6,15,$9.45
"27 December, 2012",Mountain Bikes,Athletic Bikes,7613,51,0.67%,$3.93,$0.59,$29.9,2.3,5,$5.98
"27 December, 2012",Mountain Bikes,Adult Bikes,8918,78,0.87%,$10.55,$1.21,$94.09,6.3,8,$11.76
"27 December, 2012",Mountain Bikes,Kids Bikes,6186,51,0.82%,$17.46,$2.12,$108.01,2.8,12,$9
"28 December, 2012",Mountain Bikes,Common Keywords,8321,92,1.11%,$24.98,$2.26,$207.82,3.3,3,$69.27
"28 December, 2012",Mountain Bikes,Athletic Bikes,9251,96,1.04%,$12.23,$1.18,$113.13,2.2,13,$8.7
"28 December, 2012",Mountain Bikes,Adult Bikes,8558,55,0.64%,$13.78,$2.14,$117.94,7,11,$10.72
"28 December, 2012",Mountain Bikes,Kids Bikes,9922,31,0.31%,$5.88,$1.88,$58.3,2.2,12,$4.86
"29 December, 2012",Mountain Bikes,Common Keywords,9646,47,0.49%,$5.61,$1.15,$54.15,3.4,6,$9.02
"29 December, 2012",Mountain Bikes,Athletic Bikes,6879,81,1.18%,$28.46,$2.42,$195.74,2.4,15,$13.05
"29 December, 2012",Mountain Bikes,Adult Bikes,6330,69,1.09%,$26.21,$2.4,$165.91,6.1,5,$33.18
"29 December, 2012",Mountain Bikes,Kids Bikes,8786,91,1.04%,$5.75,$0.56,$50.51,2.7,13,$3.89
"30 December, 2012",Mountain Bikes,Common Keywords,9496,61,0.64%,$9.34,$1.45,$88.69,3.3,12,$7.39
"30 December, 2012",Mountain Bikes,Athletic Bikes,6613,48,0.73%,$11.44,$1.58,$75.67,2.2,11,$6.88
"30 December, 2012",Mountain Bikes,Adult Bikes,9387,56,0.60%,$9.44,$1.58,$88.57,6.4,3,$29.52
"30 December, 2012",Mountain Bikes,Kids Bikes,9791,57,0.58%,$11.25,$1.93,$110.14,2.4,10,$11.01
"31 December, 2012",Mountain Bikes,Common Keywords,9379,61,0.65%,$3.68,$0.57,$34.48,3.6,8,$4.31
"31 December, 2012",Mountain Bikes,Athletic Bikes,8736,44,0.50%,$6.18,$1.23,$53.99,2.5,5,$10.8
"31 December, 2012",Mountain Bikes,Adult Bikes,8093,35,0.43%,$2.47,$0.57,$19.95,5.5,5,$3.99
"31 December, 2012",Mountain Bikes,Kids Bikes,8981,57,0.63%,$6.79,$1.07,$60.94,2.7,14,$4.35
"01 January, 2013",Mountain Bikes,Common Keywords,6699,55,0.82%,$19.57,$2.38,$131.07,4.2,3,$43.69
"01 January, 2013",Mountain Bikes,Athletic Bikes,7793,94,1.21%,$12.49,$1.04,$97.34,3.7,3,$32.45
"01 January, 2013",Mountain Bikes,Adult Bikes,9092,80,0.88%,$10.36,$1.18,$94.21,4.1,5,$18.84
"01 January, 2013",Mountain Bikes,Kids Bikes,8159,85,1.04%,$11.35,$1.09,$92.63,2.4,13,$7.13
"02 January, 2013",Mountain Bikes,Common Keywords,6287,38,0.60%,$10.81,$1.79,$67.98,4.5,8,$8.5
"02 January, 2013",Mountain Bikes,Athletic Bikes,6487,88,1.36%,$14.66,$1.08,$95.08,3.9,4,$23.77
"02 January, 2013",Mountain Bikes,Adult Bikes,6026,59,0.98%,$9.6,$0.98,$57.84,4,8,$7.23
"02 January, 2013",Mountain Bikes,Kids Bikes,9448,70,0.74%,$15.2,$2.05,$143.6,2.4,9,$15.96
"03 January, 2013",Mountain Bikes,Common Keywords,8789,38,0.43%,$10.37,$2.4,$91.14,4.1,14,$6.51
"03 January, 2013",Mountain Bikes,Athletic Bikes,7837,94,1.20%,$19.61,$1.63,$153.68,4.6,7,$21.95
"03 January, 2013",Mountain Bikes,Adult Bikes,6409,46,0.72%,$5.38,$0.75,$34.5,3.9,4,$8.63
"03 January, 2013",Mountain Bikes,Kids Bikes,7165,42,0.59%,$4.8,$0.82,$34.38,2.1,5,$6.88
"04 January, 2013",Mountain Bikes,Common Keywords,6224,55,0.88%,$6.92,$0.78,$43.05,3.8,13,$3.31
"04 January, 2013",Mountain Bikes,Athletic Bikes,8261,80,0.97%,$6.56,$0.68,$54.17,4.9,11,$4.92
"04 January, 2013",Mountain Bikes,Adult Bikes,8833,38,0.43%,$3.49,$0.81,$30.83,3.9,15,$2.06
"04 January, 2013",Mountain Bikes,Kids Bikes,7595,30,0.39%,$9.25,$2.34,$70.23,1.8,14,$5.02
"05 January, 2013",Mountain Bikes,Common Keywords,7091,88,1.24%,$30.35,$2.45,$215.23,3.7,13,$16.56
"05 January, 2013",Mountain Bikes,Athletic Bikes,7576,68,0.90%,$13.01,$1.45,$98.55,4.9,9,$10.95
"05 January, 2013",Mountain Bikes,Adult Bikes,8363,86,1.03%,$11.88,$1.16,$99.34,3.8,15,$6.62
"05 January, 2013",Mountain Bikes,Kids Bikes,6144,66,1.07%,$25.16,$2.34,$154.56,2.1,11,$14.05
"06 January, 2013",Mountain Bikes,Common Keywords,9271,58,0.63%,$14.31,$2.29,$132.66,4,9,$14.74
"06 January, 2013",Mountain Bikes,Athletic Bikes,7859,41,0.52%,$3.25,$0.62,$25.54,3.4,8,$3.19
"06 January, 2013",Mountain Bikes,Adult Bikes,6812,84,1.23%,$26.06,$2.11,$177.52,3.9,14,$12.68
"06 January, 2013",Mountain Bikes,Kids Bikes,6064,61,1.01%,$5.18,$0.52,$31.43,1.8,11,$2.86
"07 January, 2013",Mountain Bikes,Common Keywords,7205,59,0.82%,$9.91,$1.21,$71.4,3.9,4,$17.85
"07 January, 2013",Mountain Bikes,Athletic Bikes,6687,82,1.23%,$25.99,$2.12,$173.79,4.9,6,$28.97
"07 January, 2013",Mountain Bikes,Adult Bikes,9136,97,1.06%,$19.61,$1.85,$179.14,3.7,3,$59.71
"07 January, 2013",Mountain Bikes,Kids Bikes,9751,31,0.32%,$4.02,$1.26,$39.19,2.1,15,$2.61
"08 January, 2013",Mountain Bikes,Common Keywords,9725,96,0.99%,$19.65,$1.99,$191.14,4,6,$31.86
"08 January, 2013",Mountain Bikes,Athletic Bikes,8608,55,0.64%,$11.85,$1.85,$101.98,4.7,4,$25.49
"08 January, 2013",Mountain Bikes,Adult Bikes,9966,55,0.55%,$7.06,$1.28,$70.32,4.2,5,$14.06
"08 January, 2013",Mountain Bikes,Kids Bikes,6314,74,1.17%,$7.46,$0.64,$47.12,1,12,$3.93
"09 January, 2013",Mountain Bikes,Common Keywords,9805,60,0.61%,$5.87,$0.96,$57.53,4,11,$5.23
"09 January, 2013",Mountain Bikes,Athletic Bikes,9537,76,0.80%,$14.76,$1.85,$140.72,5,10,$14.07
"09 January, 2013",Mountain Bikes,Adult Bikes,8769,87,0.99%,$17.14,$1.73,$150.31,4,9,$16.7
"09 January, 2013",Mountain Bikes,Kids Bikes,7182,62,0.86%,$19.43,$2.25,$139.54,2.6,11,$12.69
"10 January, 2013",Mountain Bikes,Common Keywords,6228,57,0.92%,$8.2,$0.9,$51.06,4.1,10,$5.11
"10 January, 2013",Mountain Bikes,Athletic Bikes,8325,44,0.53%,$9.41,$1.78,$78.34,2.5,14,$5.6
"10 January, 2013",Mountain Bikes,Adult Bikes,8632,33,0.38%,$6.45,$1.69,$55.66,2.1,4,$13.92
"10 January, 2013",Mountain Bikes,Kids Bikes,6346,37,0.58%,$13.72,$2.35,$87.04,2.2,5,$17.41
"11 January, 2013",Mountain Bikes,Common Keywords,6721,75,1.12%,$15.87,$1.42,$106.63,4,5,$21.33
"11 January, 2013",Mountain Bikes,Athletic Bikes,6385,100,1.57%,$28.64,$1.83,$182.89,3.2,8,$22.86
"11 January, 2013",Mountain Bikes,Adult Bikes,9958,33,0.33%,$4.21,$1.27,$41.95,4.3,13,$3.23
"11 January, 2013",Mountain Bikes,Kids Bikes,7925,77,0.97%,$21.9,$2.25,$173.54,1.3,3,$57.85
"12 January, 2013",Mountain Bikes,Common Keywords,9449,92,0.97%,$7.31,$0.75,$69.11,3.7,11,$6.28
"12 January, 2013",Mountain Bikes,Athletic Bikes,6935,79,1.14%,$20.78,$1.82,$144.12,3.2,3,$48.04
"12 January, 2013",Mountain Bikes,Adult Bikes,7674,63,0.82%,$19.09,$2.32,$146.46,4.5,14,$10.46
"12 January, 2013",Mountain Bikes,Kids Bikes,7007,47,0.67%,$7.29,$1.09,$51.1,1.6,4,$12.78
"13 January, 2013",Mountain Bikes,Common Keywords,7735,39,0.50%,$6.47,$1.28,$50.04,3.9,3,$16.68
"13 January, 2013",Mountain Bikes,Athletic Bikes,6469,69,1.07%,$23.47,$2.2,$151.82,4.4,14,$10.84
"13 January, 2013",Mountain Bikes,Adult Bikes,7515,55,0.73%,$7.88,$1.08,$59.21,4.2,14,$4.23
"13 January, 2013",Mountain Bikes,Kids Bikes,7815,97,1.24%,$25.56,$2.06,$199.78,2.2,14,$14.27
"14 January, 2013",Mountain Bikes,Common Keywords,8646,66,0.76%,$7.45,$0.98,$64.4,4.2,9,$7.16
"14 January, 2013",Mountain Bikes,Athletic Bikes,6812,78,1.15%,$9.16,$0.8,$62.4,4.9,4,$15.6
"14 January, 2013",Mountain Bikes,Adult Bikes,9674,38,0.39%,$4.39,$1.12,$42.5,4.8,14,$3.04
"14 January, 2013",Mountain Bikes,Kids Bikes,9878,36,0.36%,$2.77,$0.76,$27.32,1.3,10,$2.73
"15 January, 2013",Mountain Bikes,Common Keywords,9450,65,0.69%,$8.55,$1.24,$80.84,4,8,$10.1
"15 January, 2013",Mountain Bikes,Athletic Bikes,8471,31,0.37%,$7.05,$1.93,$59.74,4.9,13,$4.6
"15 January, 2013",Mountain Bikes,Adult Bikes,9705,42,0.43%,$10.64,$2.46,$103.28,4.5,14,$7.38
"15 January, 2013",Mountain Bikes,Kids Bikes,8901,67,0.75%,$11.86,$1.58,$105.54,1.4,13,$8.12
"16 January, 2013",Mountain Bikes,Common Keywords,7702,43,0.56%,$10.95,$1.96,$84.36,3.8,10,$8.44
"16 January, 2013",Mountain Bikes,Athletic Bikes,6120,60,0.98%,$22.55,$2.3,$138,4.6,13,$10.62
"16 January, 2013",Mountain Bikes,Adult Bikes,7580,74,0.98%,$10.38,$1.06,$78.67,4.5,15,$5.24
"16 January, 2013",Mountain Bikes,Kids Bikes,6801,93,1.37%,$21.63,$1.58,$147.14,1.4,6,$24.52
"17 January, 2013",Mountain Bikes,Common Keywords,9904,93,0.94%,$18.56,$1.98,$183.84,3.9,14,$13.13
"17 January, 2013",Mountain Bikes,Athletic Bikes,9622,91,0.95%,$11.34,$1.2,$109.1,3.3,15,$7.27
"17 January, 2013",Mountain Bikes,Adult Bikes,7491,91,1.21%,$25.89,$2.13,$193.95,4.7,12,$16.16
"17 January, 2013",Mountain Bikes,Kids Bikes,8338,95,1.14%,$27.19,$2.39,$226.7,1.7,15,$15.11
"18 January, 2013",Mountain Bikes,Common Keywords,8375,80,0.96%,$20.55,$2.15,$172.12,3.9,13,$13.24
"18 January, 2013",Mountain Bikes,Athletic Bikes,9462,44,0.47%,$9.44,$2.03,$89.37,3.4,12,$7.45
"18 January, 2013",Mountain Bikes,Adult Bikes,7677,82,1.07%,$14.58,$1.36,$111.92,4.4,8,$13.99
"18 January, 2013",Mountain Bikes,Kids Bikes,8844,55,0.62%,$5.96,$0.96,$52.68,2,10,$5.27
"19 January, 2013",Mountain Bikes,Common Keywords,9201,43,0.47%,$8.38,$1.79,$77.14,4.1,5,$15.43
"19 January, 2013",Mountain Bikes,Athletic Bikes,6912,57,0.82%,$18.44,$2.24,$127.45,3.3,15,$8.5
"19 January, 2013",Mountain Bikes,Adult Bikes,6316,64,1.01%,$20.91,$2.06,$132.08,4.6,4,$33.02
"19 January, 2013",Mountain Bikes,Kids Bikes,7490,65,0.87%,$15.34,$1.77,$114.91,1.5,11,$10.45
"20 January, 2013",Mountain Bikes,Common Keywords,6672,78,1.17%,$7.14,$0.61,$47.61,4,10,$4.76
"20 January, 2013",Mountain Bikes,Athletic Bikes,6062,31,0.51%,$6.8,$1.33,$41.21,3.2,12,$3.43
"20 January, 2013",Mountain Bikes,Adult Bikes,6822,43,0.63%,$10.32,$1.64,$70.4,4.3,15,$4.69
"20 January, 2013",Mountain Bikes,Kids Bikes,9879,69,0.70%,$4.48,$0.64,$44.3,1.3,7,$6.33
"21 January, 2013",Mountain Bikes,Common Keywords,7607,43,0.57%,$6.57,$1.16,$49.95,4.3,10,$4.99
"21 January, 2013",Mountain Bikes,Athletic Bikes,6229,97,1.56%,$18.13,$1.16,$112.93,3,7,$16.13
"21 January, 2013",Mountain Bikes,Adult Bikes,8146,60,0.74%,$8.94,$1.21,$72.85,4.4,15,$4.86
"21 January, 2013",Mountain Bikes,Kids Bikes,7856,62,0.79%,$12.65,$1.6,$99.37,2.6,15,$6.62
"22 January, 2013",Mountain Bikes,Common Keywords,7654,45,0.59%,$10.11,$1.72,$77.35,3.9,9,$8.59
"22 January, 2013",Mountain Bikes,Athletic Bikes,8882,67,0.75%,$18.82,$2.49,$167.16,3.3,12,$13.93
"22 January, 2013",Mountain Bikes,Adult Bikes,7951,41,0.52%,$12.52,$2.43,$99.54,4.2,5,$19.91
"22 January, 2013",Mountain Bikes,Kids Bikes,9009,49,0.54%,$9.39,$1.73,$84.59,1.4,5,$16.92
"23 January, 2013",Mountain Bikes,Common Keywords,6768,75,1.11%,$11.45,$1.03,$77.5,4.2,8,$9.69
"23 January, 2013",Mountain Bikes,Athletic Bikes,9669,66,0.68%,$8.14,$1.19,$78.75,3.1,15,$5.25
"23 January, 2013",Mountain Bikes,Adult Bikes,7341,38,0.52%,$12.07,$2.33,$88.58,4.3,12,$7.38
"23 January, 2013",Mountain Bikes,Kids Bikes,8344,56,0.67%,$6.32,$0.94,$52.77,1.5,3,$17.59
"24 January, 2013",Mountain Bikes,Common Keywords,8072,55,0.68%,$5.85,$0.86,$47.19,3.8,4,$11.8
"24 January, 2013",Mountain Bikes,Athletic Bikes,9943,84,0.84%,$6,$0.71,$59.63,3,11,$5.42
"24 January, 2013",Mountain Bikes,Adult Bikes,6806,76,1.12%,$20.02,$1.79,$136.27,4.4,13,$10.48
"24 January, 2013",Mountain Bikes,Kids Bikes,6600,48,0.73%,$11.48,$1.58,$75.75,2,10,$7.58
"25 January, 2013",Mountain Bikes,Common Keywords,9117,86,0.94%,$17.1,$1.81,$155.93,4,8,$19.49
"25 January, 2013",Mountain Bikes,Athletic Bikes,7936,33,0.42%,$5.54,$1.33,$43.98,2.9,5,$8.8
"25 January, 2013",Mountain Bikes,Adult Bikes,9987,56,0.56%,$6.09,$1.09,$60.85,4.2,9,$6.76
"25 January, 2013",Mountain Bikes,Kids Bikes,7176,97,1.35%,$28.93,$2.14,$207.59,1.5,8,$25.95
"26 January, 2013",Mountain Bikes,Common Keywords,7534,90,1.19%,$24,$2.01,$180.79,3.8,7,$25.83
"26 January, 2013",Mountain Bikes,Athletic Bikes,6013,72,1.20%,$13.9,$1.16,$83.56,2.7,13,$6.43
"26 January, 2013",Mountain Bikes,Adult Bikes,6248,48,0.77%,$9.77,$1.27,$61.01,4.7,15,$4.07
"26 January, 2013",Mountain Bikes,Kids Bikes,9638,79,0.82%,$14.31,$1.75,$137.89,2,3,$45.96
"27 January, 2013",Mountain Bikes,Common Keywords,8419,95,1.13%,$9.1,$0.81,$76.6,3.2,4,$19.15
"27 January, 2013",Mountain Bikes,Athletic Bikes,7692,89,1.16%,$18.42,$1.59,$141.68,2.6,6,$23.61
"27 January, 2013",Mountain Bikes,Adult Bikes,8460,95,1.12%,$22.07,$1.97,$186.74,4.5,14,$13.34
"27 January, 2013",Mountain Bikes,Kids Bikes,8586,59,0.69%,$13.06,$1.9,$112.16,1.9,8,$14.02
"28 January, 2013",Mountain Bikes,Common Keywords,9455,96,1.02%,$24.15,$2.38,$228.31,4.1,10,$22.83
"28 January, 2013",Mountain Bikes,Athletic Bikes,8302,74,0.89%,$18.43,$2.07,$153.02,3,3,$51.01
"28 January, 2013",Mountain Bikes,Adult Bikes,7787,55,0.71%,$6.21,$0.88,$48.33,4.3,9,$5.37
"28 January, 2013",Mountain Bikes,Kids Bikes,9108,51,0.56%,$12.68,$2.26,$115.48,2,10,$11.55
"29 January, 2013",Mountain Bikes,Common Keywords,9971,35,0.35%,$3.32,$0.95,$33.12,4.1,3,$11.04
"29 January, 2013",Mountain Bikes,Athletic Bikes,8445,68,0.81%,$18.48,$2.3,$156.07,3,12,$13.01
"29 January, 2013",Mountain Bikes,Adult Bikes,8600,39,0.45%,$3.08,$0.68,$26.49,4.6,12,$2.21
"29 January, 2013",Mountain Bikes,Kids Bikes,6754,32,0.47%,$8.04,$1.7,$54.3,1.6,14,$3.88
"30 January, 2013",Mountain Bikes,Common Keywords,6733,90,1.34%,$10.45,$0.78,$70.38,4.1,9,$7.82
"30 January, 2013",Mountain Bikes,Athletic Bikes,8216,48,0.58%,$14.53,$2.49,$119.37,2.9,8,$14.92
"30 January, 2013",Mountain Bikes,Adult Bikes,8318,89,1.07%,$15.68,$1.47,$130.39,4.5,5,$26.08
"30 January, 2013",Mountain Bikes,Kids Bikes,7711,32,0.41%,$9.84,$2.37,$75.91,1.7,13,$5.84
"31 January, 2013",Mountain Bikes,Common Keywords,9837,86,0.87%,$6.66,$0.76,$65.5,3.7,8,$8.19
"31 January, 2013",Mountain Bikes,Athletic Bikes,6039,97,1.61%,$9.56,$0.59,$57.71,3.5,8,$7.21
"31 January, 2013",Mountain Bikes,Adult Bikes,9644,31,0.32%,$3.61,$1.12,$34.85,4.1,15,$2.32
"31 January, 2013",Mountain Bikes,Kids Bikes,8269,80,0.97%,$16.52,$1.71,$136.57,1.8,3,$45.52
"01 February, 2013",Mountain Bikes,Common Keywords,7221,88,1.22%,$30.34,$2.49,$219.11,3.8,10,$21.91
"01 February, 2013",Mountain Bikes,Athletic Bikes,8318,82,0.99%,$17.09,$1.73,$142.13,3.5,4,$35.53
"01 February, 2013",Mountain Bikes,Adult Bikes,6305,48,0.76%,$10.58,$1.39,$66.7,4.2,6,$11.12
"01 February, 2013",Mountain Bikes,Kids Bikes,9656,35,0.36%,$6.15,$1.7,$59.39,1.7,8,$7.42
"02 February, 2013",Mountain Bikes,Common Keywords,7978,87,1.09%,$25.1,$2.3,$200.22,3.6,10,$20.02
"02 February, 2013",Mountain Bikes,Athletic Bikes,6040,97,1.61%,$25.02,$1.56,$151.1,3.8,8,$18.89
"02 February, 2013",Mountain Bikes,Adult Bikes,9064,81,0.89%,$7.93,$0.89,$71.88,4.1,13,$5.53
"02 February, 2013",Mountain Bikes,Kids Bikes,6907,55,0.80%,$14.12,$1.77,$97.5,1.6,5,$19.5
"03 February, 2013",Mountain Bikes,Common Keywords,7622,74,0.97%,$18.99,$1.96,$144.72,6.6,12,$12.06
"03 February, 2013",Mountain Bikes,Athletic Bikes,8090,76,0.94%,$23.15,$2.46,$187.27,4,4,$46.82
"03 February, 2013",Mountain Bikes,Adult Bikes,6428,76,1.18%,$19.22,$1.63,$123.53,1,6,$20.59
"03 February, 2013",Mountain Bikes,Kids Bikes,9065,95,1.05%,$23.27,$2.22,$210.91,1.4,7,$30.13
"04 February, 2013",Mountain Bikes,Common Keywords,9735,59,0.61%,$9.32,$1.54,$90.72,6.7,14,$6.48
"04 February, 2013",Mountain Bikes,Athletic Bikes,7710,84,1.09%,$10.83,$0.99,$83.5,4.4,11,$7.59
"04 February, 2013",Mountain Bikes,Adult Bikes,8489,32,0.38%,$3.44,$0.91,$29.17,1,5,$5.83
"04 February, 2013",Mountain Bikes,Kids Bikes,9467,100,1.06%,$18.18,$1.72,$172.09,1.3,15,$11.47
"05 February, 2013",Mountain Bikes,Athletic Bikes,8953,93,1.04%,$19.8,$1.91,$177.3,3.9,6,$29.55
"05 February, 2013",Mountain Bikes,Adult Bikes,9344,83,0.89%,$13.42,$1.51,$125.43,1.1,4,$31.36
"05 February, 2013",Mountain Bikes,Kids Bikes,9602,35,0.36%,$4.86,$1.33,$46.71,1.6,11,$4.25
"06 February, 2013",Mountain Bikes,Athletic Bikes,8270,32,0.39%,$7.06,$1.82,$58.36,4.1,6,$9.73
"06 February, 2013",Mountain Bikes,Adult Bikes,6867,68,0.99%,$7.6,$0.77,$52.21,1,9,$5.8
"06 February, 2013",Mountain Bikes,Kids Bikes,6263,46,0.73%,$4.19,$0.57,$26.25,1.6,13,$2.02
