"","date","births","wday","year","month","day","day_of_year","day_of_week"
"3989",1979-12-03,9642,"Mon",1979,12,3,338,1
"3990",1979-12-04,10282,"Tues",1979,12,4,339,2
"3991",1979-12-05,9932,"Wed",1979,12,5,340,3
"3992",1979-12-06,10021,"Thurs",1979,12,6,341,4
"3993",1979-12-07,9869,"Fri",1979,12,7,342,5
"3994",1979-12-08,8709,"Sat",1979,12,8,343,6
"3995",1979-12-09,8213,"Sun",1979,12,9,344,7
"3996",1979-12-10,9932,"Mon",1979,12,10,345,1
"3997",1979-12-11,10308,"Tues",1979,12,11,346,2
"3998",1979-12-12,10050,"Wed",1979,12,12,347,3
"3999",1979-12-13,9700,"Thurs",1979,12,13,348,4
"4000",1979-12-14,9944,"Fri",1979,12,14,349,5
"4001",1979-12-15,8473,"Sat",1979,12,15,350,6
"4002",1979-12-16,8209,"Sun",1979,12,16,351,7
"4003",1979-12-17,10273,"Mon",1979,12,17,352,1
"4004",1979-12-18,10592,"Tues",1979,12,18,353,2
"4005",1979-12-19,10257,"Wed",1979,12,19,354,3
"4006",1979-12-20,10022,"Thurs",1979,12,20,355,4
"4007",1979-12-21,9963,"Fri",1979,12,21,356,5
"4008",1979-12-22,8536,"Sat",1979,12,22,357,6
"4009",1979-12-23,8104,"Sun",1979,12,23,358,7
"4010",1979-12-24,8490,"Mon",1979,12,24,359,1
"4011",1979-12-25,7968,"Tues",1979,12,25,360,2
"4012",1979-12-26,9231,"Wed",1979,12,26,361,3
"4013",1979-12-27,10504,"Thurs",1979,12,27,362,4
"4014",1979-12-28,10961,"Fri",1979,12,28,363,5
"4015",1979-12-29,8990,"Sat",1979,12,29,364,6
"4016",1979-12-30,8250,"Sun",1979,12,30,365,7
"4017",1979-12-31,9782,"Mon",1979,12,31,366,1
"4018",1980-01-01,8232,"Tues",1980,1,1,1,2
"4019",1980-01-02,9011,"Wed",1980,1,2,2,3
"4020",1980-01-03,9902,"Thurs",1980,1,3,3,4
"4021",1980-01-04,9939,"Fri",1980,1,4,4,5
"4022",1980-01-05,8691,"Sat",1980,1,5,5,6
"4023",1980-01-06,8213,"Sun",1980,1,6,6,7
"4024",1980-01-07,9833,"Mon",1980,1,7,7,1
"4025",1980-01-08,9822,"Tues",1980,1,8,8,2
"4026",1980-01-09,9564,"Wed",1980,1,9,9,3
"4027",1980-01-10,9759,"Thurs",1980,1,10,10,4
"4028",1980-01-11,10234,"Fri",1980,1,11,11,5
"4029",1980-01-12,8613,"Sat",1980,1,12,12,6
"4030",1980-01-13,8291,"Sun",1980,1,13,13,7
"4031",1980-01-14,10101,"Mon",1980,1,14,14,1
"4032",1980-01-15,9972,"Tues",1980,1,15,15,2
"4033",1980-01-16,9660,"Wed",1980,1,16,16,3
"4034",1980-01-17,9812,"Thurs",1980,1,17,17,4
"4035",1980-01-18,10180,"Fri",1980,1,18,18,5
"4036",1980-01-19,8730,"Sat",1980,1,19,19,6
"4037",1980-01-20,8457,"Sun",1980,1,20,20,7
"4038",1980-01-21,9675,"Mon",1980,1,21,21,1
"4039",1980-01-22,10076,"Tues",1980,1,22,22,2
"4040",1980-01-23,9593,"Wed",1980,1,23,23,3
"4041",1980-01-24,9908,"Thurs",1980,1,24,24,4
"4042",1980-01-25,10067,"Fri",1980,1,25,25,5
"4043",1980-01-26,8730,"Sat",1980,1,26,26,6
"4044",1980-01-27,8258,"Sun",1980,1,27,27,7
"4045",1980-01-28,9880,"Mon",1980,1,28,28,1
"4046",1980-01-29,9868,"Tues",1980,1,29,29,2
"4047",1980-01-30,9677,"Wed",1980,1,30,30,3
"4048",1980-01-31,9739,"Thurs",1980,1,31,31,4
"4049",1980-02-01,9996,"Fri",1980,2,1,32,5
"4050",1980-02-02,8798,"Sat",1980,2,2,33,6
"4051",1980-02-03,8285,"Sun",1980,2,3,34,7
"4052",1980-02-04,9816,"Mon",1980,2,4,35,1
"4053",1980-02-05,10251,"Tues",1980,2,5,36,2
"4054",1980-02-06,9907,"Wed",1980,2,6,37,3
"4055",1980-02-07,10108,"Thurs",1980,2,7,38,4
"4056",1980-02-08,10001,"Fri",1980,2,8,39,5
"4057",1980-02-09,8772,"Sat",1980,2,9,40,6
"4058",1980-02-10,8354,"Sun",1980,2,10,41,7
"4059",1980-02-11,10154,"Mon",1980,2,11,42,1
"4060",1980-02-12,10252,"Tues",1980,2,12,43,2
"4061",1980-02-13,9790,"Wed",1980,2,13,44,3
"4062",1980-02-14,10432,"Thurs",1980,2,14,45,4
"4063",1980-02-15,10201,"Fri",1980,2,15,46,5
"4064",1980-02-16,8918,"Sat",1980,2,16,47,6
"4065",1980-02-17,8571,"Sun",1980,2,17,48,7
"4066",1980-02-18,9716,"Mon",1980,2,18,49,1
"4067",1980-02-19,10175,"Tues",1980,2,19,50,2
"4068",1980-02-20,10093,"Wed",1980,2,20,51,3
"4069",1980-02-21,10156,"Thurs",1980,2,21,52,4
"4070",1980-02-22,10268,"Fri",1980,2,22,53,5
"4071",1980-02-23,8956,"Sat",1980,2,23,54,6
"4072",1980-02-24,8604,"Sun",1980,2,24,55,7
"4073",1980-02-25,10032,"Mon",1980,2,25,56,1
"4074",1980-02-26,10177,"Tues",1980,2,26,57,2
"4075",1980-02-27,9783,"Wed",1980,2,27,58,3
"4076",1980-02-28,10211,"Thurs",1980,2,28,59,4
"4077",1980-02-29,9615,"Fri",1980,2,29,60,5
"4078",1980-03-01,8610,"Sat",1980,3,1,61,6
"4079",1980-03-02,8339,"Sun",1980,3,2,62,7
"4080",1980-03-03,10053,"Mon",1980,3,3,63,1
"4081",1980-03-04,10113,"Tues",1980,3,4,64,2
"4082",1980-03-05,9978,"Wed",1980,3,5,65,3
"4083",1980-03-06,10067,"Thurs",1980,3,6,66,4
"4084",1980-03-07,10043,"Fri",1980,3,7,67,5
"4085",1980-03-08,8883,"Sat",1980,3,8,68,6
"4086",1980-03-09,8440,"Sun",1980,3,9,69,7
"4087",1980-03-10,9922,"Mon",1980,3,10,70,1
"4088",1980-03-11,10234,"Tues",1980,3,11,71,2
"4089",1980-03-12,10075,"Wed",1980,3,12,72,3
"4090",1980-03-13,9770,"Thurs",1980,3,13,73,4
"4091",1980-03-14,9961,"Fri",1980,3,14,74,5
"4092",1980-03-15,8711,"Sat",1980,3,15,75,6
"4093",1980-03-16,8429,"Sun",1980,3,16,76,7
"4094",1980-03-17,10259,"Mon",1980,3,17,77,1
"4095",1980-03-18,10101,"Tues",1980,3,18,78,2
"4096",1980-03-19,10111,"Wed",1980,3,19,79,3
"4097",1980-03-20,9799,"Thurs",1980,3,20,80,4
"4098",1980-03-21,10356,"Fri",1980,3,21,81,5
"4099",1980-03-22,8902,"Sat",1980,3,22,82,6
"4100",1980-03-23,8530,"Sun",1980,3,23,83,7
"4101",1980-03-24,10100,"Mon",1980,3,24,84,1
"4102",1980-03-25,10553,"Tues",1980,3,25,85,2
"4103",1980-03-26,10094,"Wed",1980,3,26,86,3
"4104",1980-03-27,9952,"Thurs",1980,3,27,87,4
"4105",1980-03-28,10115,"Fri",1980,3,28,88,5
"4106",1980-03-29,8867,"Sat",1980,3,29,89,6
"4107",1980-03-30,8482,"Sun",1980,3,30,90,7
"4108",1980-03-31,9897,"Mon",1980,3,31,91,1
"4109",1980-04-01,10146,"Tues",1980,4,1,92,2
"4110",1980-04-02,10088,"Wed",1980,4,2,93,3
"4111",1980-04-03,9887,"Thurs",1980,4,3,94,4
"4112",1980-04-04,10033,"Fri",1980,4,4,95,5
"4113",1980-04-05,8476,"Sat",1980,4,5,96,6
"4114",1980-04-06,8413,"Sun",1980,4,6,97,7
"4115",1980-04-07,9863,"Mon",1980,4,7,98,1
"4116",1980-04-08,10323,"Tues",1980,4,8,99,2
"4117",1980-04-09,9957,"Wed",1980,4,9,100,3
"4118",1980-04-10,9943,"Thurs",1980,4,10,101,4
"4119",1980-04-11,9945,"Fri",1980,4,11,102,5
"4120",1980-04-12,8544,"Sat",1980,4,12,103,6
"4121",1980-04-13,8281,"Sun",1980,4,13,104,7
"4122",1980-04-14,9821,"Mon",1980,4,14,105,1
"4123",1980-04-15,10141,"Tues",1980,4,15,106,2
"4124",1980-04-16,10130,"Wed",1980,4,16,107,3
"4125",1980-04-17,9751,"Thurs",1980,4,17,108,4
"4126",1980-04-18,9961,"Fri",1980,4,18,109,5
"4127",1980-04-19,8642,"Sat",1980,4,19,110,6
"4128",1980-04-20,8460,"Sun",1980,4,20,111,7
"4129",1980-04-21,10004,"Mon",1980,4,21,112,1
"4130",1980-04-22,10344,"Tues",1980,4,22,113,2
"4131",1980-04-23,9985,"Wed",1980,4,23,114,3
"4132",1980-04-24,9870,"Thurs",1980,4,24,115,4
"4133",1980-04-25,10007,"Fri",1980,4,25,116,5
"4134",1980-04-26,8410,"Sat",1980,4,26,117,6
"4135",1980-04-27,7856,"Sun",1980,4,27,118,7
"4136",1980-04-28,9926,"Mon",1980,4,28,119,1
"4137",1980-04-29,10155,"Tues",1980,4,29,120,2
"4138",1980-04-30,9832,"Wed",1980,4,30,121,3
"4139",1980-05-01,10131,"Thurs",1980,5,1,122,4
"4140",1980-05-02,9991,"Fri",1980,5,2,123,5
"4141",1980-05-03,8659,"Sat",1980,5,3,124,6
"4142",1980-05-04,8086,"Sun",1980,5,4,125,7
"4143",1980-05-05,9951,"Mon",1980,5,5,126,1
"4144",1980-05-06,10199,"Tues",1980,5,6,127,2
"4145",1980-05-07,9524,"Wed",1980,5,7,128,3
"4146",1980-05-08,9418,"Thurs",1980,5,8,129,4
"4147",1980-05-09,9766,"Fri",1980,5,9,130,5
"4148",1980-05-10,8431,"Sat",1980,5,10,131,6
"4149",1980-05-11,8312,"Sun",1980,5,11,132,7
"4150",1980-05-12,9922,"Mon",1980,5,12,133,1
"4151",1980-05-13,9967,"Tues",1980,5,13,134,2
"4152",1980-05-14,9717,"Wed",1980,5,14,135,3
"4153",1980-05-15,9832,"Thurs",1980,5,15,136,4
"4154",1980-05-16,9842,"Fri",1980,5,16,137,5
"4155",1980-05-17,8385,"Sat",1980,5,17,138,6
"4156",1980-05-18,8323,"Sun",1980,5,18,139,7
"4157",1980-05-19,9984,"Mon",1980,5,19,140,1
"4158",1980-05-20,10571,"Tues",1980,5,20,141,2
"4159",1980-05-21,9682,"Wed",1980,5,21,142,3
"4160",1980-05-22,10109,"Thurs",1980,5,22,143,4
"4161",1980-05-23,10258,"Fri",1980,5,23,144,5
"4162",1980-05-24,8659,"Sat",1980,5,24,145,6
"4163",1980-05-25,8462,"Sun",1980,5,25,146,7
"4164",1980-05-26,8644,"Mon",1980,5,26,147,1
"4165",1980-05-27,10149,"Tues",1980,5,27,148,2
"4166",1980-05-28,10198,"Wed",1980,5,28,149,3
"4167",1980-05-29,10189,"Thurs",1980,5,29,150,4
"4168",1980-05-30,10182,"Fri",1980,5,30,151,5
"4169",1980-05-31,8574,"Sat",1980,5,31,152,6
"4170",1980-06-01,8454,"Sun",1980,6,1,153,7
"4171",1980-06-02,9933,"Mon",1980,6,2,154,1
"4172",1980-06-03,10258,"Tues",1980,6,3,155,2
"4173",1980-06-04,10010,"Wed",1980,6,4,156,3
"4174",1980-06-05,9978,"Thurs",1980,6,5,157,4
"4175",1980-06-06,10222,"Fri",1980,6,6,158,5
"4176",1980-06-07,8816,"Sat",1980,6,7,159,6
"4177",1980-06-08,8183,"Sun",1980,6,8,160,7
"4178",1980-06-09,9666,"Mon",1980,6,9,161,1
"4179",1980-06-10,10340,"Tues",1980,6,10,162,2
"4180",1980-06-11,10042,"Wed",1980,6,11,163,3
"4181",1980-06-12,9966,"Thurs",1980,6,12,164,4
"4182",1980-06-13,9887,"Fri",1980,6,13,165,5
"4183",1980-06-14,8715,"Sat",1980,6,14,166,6
"4184",1980-06-15,8674,"Sun",1980,6,15,167,7
"4185",1980-06-16,10249,"Mon",1980,6,16,168,1
"4186",1980-06-17,10209,"Tues",1980,6,17,169,2
"4187",1980-06-18,10336,"Wed",1980,6,18,170,3
"4188",1980-06-19,10240,"Thurs",1980,6,19,171,4
"4189",1980-06-20,10326,"Fri",1980,6,20,172,5
"4190",1980-06-21,8812,"Sat",1980,6,21,173,6
"4191",1980-06-22,8733,"Sun",1980,6,22,174,7
"4192",1980-06-23,10492,"Mon",1980,6,23,175,1
"4193",1980-06-24,10859,"Tues",1980,6,24,176,2
"4194",1980-06-25,10550,"Wed",1980,6,25,177,3
"4195",1980-06-26,10621,"Thurs",1980,6,26,178,4
"4196",1980-06-27,10688,"Fri",1980,6,27,179,5
"4197",1980-06-28,9011,"Sat",1980,6,28,180,6
"4198",1980-06-29,8820,"Sun",1980,6,29,181,7
"4199",1980-06-30,10371,"Mon",1980,6,30,182,1
"4200",1980-07-01,10921,"Tues",1980,7,1,183,2
"4201",1980-07-02,10914,"Wed",1980,7,2,184,3
"4202",1980-07-03,10694,"Thurs",1980,7,3,185,4
"4203",1980-07-04,9203,"Fri",1980,7,4,186,5
"4204",1980-07-05,9228,"Sat",1980,7,5,187,6
"4205",1980-07-06,8917,"Sun",1980,7,6,188,7
"4206",1980-07-07,10484,"Mon",1980,7,7,189,1
"4207",1980-07-08,11290,"Tues",1980,7,8,190,2
"4208",1980-07-09,10800,"Wed",1980,7,9,191,3
"4209",1980-07-10,10768,"Thurs",1980,7,10,192,4
"4210",1980-07-11,11078,"Fri",1980,7,11,193,5
"4211",1980-07-12,9270,"Sat",1980,7,12,194,6
"4212",1980-07-13,8943,"Sun",1980,7,13,195,7
"4213",1980-07-14,10613,"Mon",1980,7,14,196,1
"4214",1980-07-15,11095,"Tues",1980,7,15,197,2
"4215",1980-07-16,11065,"Wed",1980,7,16,198,3
"4216",1980-07-17,11062,"Thurs",1980,7,17,199,4
"4217",1980-07-18,10696,"Fri",1980,7,18,200,5
"4218",1980-07-19,9191,"Sat",1980,7,19,201,6
"4219",1980-07-20,9129,"Sun",1980,7,20,202,7
"4220",1980-07-21,10853,"Mon",1980,7,21,203,1
"4221",1980-07-22,11067,"Tues",1980,7,22,204,2
"4222",1980-07-23,10616,"Wed",1980,7,23,205,3
"4223",1980-07-24,10615,"Thurs",1980,7,24,206,4
"4224",1980-07-25,10785,"Fri",1980,7,25,207,5
"4225",1980-07-26,9429,"Sat",1980,7,26,208,6
"4226",1980-07-27,9139,"Sun",1980,7,27,209,7
"4227",1980-07-28,10926,"Mon",1980,7,28,210,1
"4228",1980-07-29,11461,"Tues",1980,7,29,211,2
"4229",1980-07-30,11126,"Wed",1980,7,30,212,3
"4230",1980-07-31,10975,"Thurs",1980,7,31,213,4
"4231",1980-08-01,11006,"Fri",1980,8,1,214,5
"4232",1980-08-02,9585,"Sat",1980,8,2,215,6
"4233",1980-08-03,9176,"Sun",1980,8,3,216,7
"4234",1980-08-04,10783,"Mon",1980,8,4,217,1
"4235",1980-08-05,11194,"Tues",1980,8,5,218,2
"4236",1980-08-06,10785,"Wed",1980,8,6,219,3
"4237",1980-08-07,11044,"Thurs",1980,8,7,220,4
"4238",1980-08-08,11492,"Fri",1980,8,8,221,5
"4239",1980-08-09,9466,"Sat",1980,8,9,222,6
"4240",1980-08-10,9145,"Sun",1980,8,10,223,7
"4241",1980-08-11,11026,"Mon",1980,8,11,224,1
"4242",1980-08-12,11371,"Tues",1980,8,12,225,2
"4243",1980-08-13,10923,"Wed",1980,8,13,226,3
"4244",1980-08-14,10756,"Thurs",1980,8,14,227,4
"4245",1980-08-15,10897,"Fri",1980,8,15,228,5
"4246",1980-08-16,9361,"Sat",1980,8,16,229,6
"4247",1980-08-17,9001,"Sun",1980,8,17,230,7
"4248",1980-08-18,10933,"Mon",1980,8,18,231,1
"4249",1980-08-19,11193,"Tues",1980,8,19,232,2
"4250",1980-08-20,10942,"Wed",1980,8,20,233,3
"4251",1980-08-21,10811,"Thurs",1980,8,21,234,4
"4252",1980-08-22,10779,"Fri",1980,8,22,235,5
"4253",1980-08-23,9271,"Sat",1980,8,23,236,6
"4254",1980-08-24,9103,"Sun",1980,8,24,237,7
"4255",1980-08-25,10910,"Mon",1980,8,25,238,1
"4256",1980-08-26,11151,"Tues",1980,8,26,239,2
"4257",1980-08-27,11005,"Wed",1980,8,27,240,3
"4258",1980-08-28,11007,"Thurs",1980,8,28,241,4
"4259",1980-08-29,10925,"Fri",1980,8,29,242,5
"4260",1980-08-30,9510,"Sat",1980,8,30,243,6
"4261",1980-08-31,9092,"Sun",1980,8,31,244,7
"4262",1980-09-01,9129,"Mon",1980,9,1,245,1
"4263",1980-09-02,11057,"Tues",1980,9,2,246,2
"4264",1980-09-03,11174,"Wed",1980,9,3,247,3
"4265",1980-09-04,11039,"Thurs",1980,9,4,248,4
"4266",1980-09-05,11013,"Fri",1980,9,5,249,5
"4267",1980-09-06,9545,"Sat",1980,9,6,250,6
"4268",1980-09-07,9287,"Sun",1980,9,7,251,7
"4269",1980-09-08,10900,"Mon",1980,9,8,252,1
"4270",1980-09-09,11019,"Tues",1980,9,9,253,2
"4271",1980-09-10,11003,"Wed",1980,9,10,254,3
"4272",1980-09-11,10796,"Thurs",1980,9,11,255,4
"4273",1980-09-12,11198,"Fri",1980,9,12,256,5
"4274",1980-09-13,9673,"Sat",1980,9,13,257,6
"4275",1980-09-14,9499,"Sun",1980,9,14,258,7
"4276",1980-09-15,11424,"Mon",1980,9,15,259,1
"4277",1980-09-16,11414,"Tues",1980,9,16,260,2
"4278",1980-09-17,11292,"Wed",1980,9,17,261,3
"4279",1980-09-18,11317,"Thurs",1980,9,18,262,4
"4280",1980-09-19,11326,"Fri",1980,9,19,263,5
"4281",1980-09-20,9967,"Sat",1980,9,20,264,6
"4282",1980-09-21,9773,"Sun",1980,9,21,265,7
"4283",1980-09-22,11613,"Mon",1980,9,22,266,1
"4284",1980-09-23,11722,"Tues",1980,9,23,267,2
"4285",1980-09-24,11333,"Wed",1980,9,24,268,3
"4286",1980-09-25,10977,"Thurs",1980,9,25,269,4
"4287",1980-09-26,11163,"Fri",1980,9,26,270,5
"4288",1980-09-27,9754,"Sat",1980,9,27,271,6
"4289",1980-09-28,9263,"Sun",1980,9,28,272,7
"4290",1980-09-29,11099,"Mon",1980,9,29,273,1
"4291",1980-09-30,11301,"Tues",1980,9,30,274,2
"4292",1980-10-01,11104,"Wed",1980,10,1,275,3
"4293",1980-10-02,10929,"Thurs",1980,10,2,276,4
"4294",1980-10-03,11048,"Fri",1980,10,3,277,5
"4295",1980-10-04,9352,"Sat",1980,10,4,278,6
"4296",1980-10-05,9013,"Sun",1980,10,5,279,7
"4297",1980-10-06,10539,"Mon",1980,10,6,280,1
"4298",1980-10-07,10602,"Tues",1980,10,7,281,2
"4299",1980-10-08,10827,"Wed",1980,10,8,282,3
"4300",1980-10-09,10684,"Thurs",1980,10,9,283,4
"4301",1980-10-10,10754,"Fri",1980,10,10,284,5
"4302",1980-10-11,8984,"Sat",1980,10,11,285,6
"4303",1980-10-12,8674,"Sun",1980,10,12,286,7
"4304",1980-10-13,10093,"Mon",1980,10,13,287,1
"4305",1980-10-14,10612,"Tues",1980,10,14,288,2
"4306",1980-10-15,10580,"Wed",1980,10,15,289,3
"4307",1980-10-16,10232,"Thurs",1980,10,16,290,4
"4308",1980-10-17,10328,"Fri",1980,10,17,291,5
"4309",1980-10-18,8970,"Sat",1980,10,18,292,6
"4310",1980-10-19,8669,"Sun",1980,10,19,293,7
"4311",1980-10-20,10289,"Mon",1980,10,20,294,1
"4312",1980-10-21,10373,"Tues",1980,10,21,295,2
"4313",1980-10-22,10089,"Wed",1980,10,22,296,3
"4314",1980-10-23,10051,"Thurs",1980,10,23,297,4
"4315",1980-10-24,10380,"Fri",1980,10,24,298,5
"4316",1980-10-25,8870,"Sat",1980,10,25,299,6
"4317",1980-10-26,9159,"Sun",1980,10,26,300,7
"4318",1980-10-27,10100,"Mon",1980,10,27,301,1
"4319",1980-10-28,10327,"Tues",1980,10,28,302,2
"4320",1980-10-29,10081,"Wed",1980,10,29,303,3
"4321",1980-10-30,9982,"Thurs",1980,10,30,304,4
"4322",1980-10-31,10101,"Fri",1980,10,31,305,5
"4323",1980-11-01,8851,"Sat",1980,11,1,306,6
"4324",1980-11-02,8641,"Sun",1980,11,2,307,7
"4325",1980-11-03,10289,"Mon",1980,11,3,308,1
"4326",1980-11-04,10465,"Tues",1980,11,4,309,2
"4327",1980-11-05,10373,"Wed",1980,11,5,310,3
"4328",1980-11-06,10128,"Thurs",1980,11,6,311,4
"4329",1980-11-07,10517,"Fri",1980,11,7,312,5
"4330",1980-11-08,8906,"Sat",1980,11,8,313,6
"4331",1980-11-09,8745,"Sun",1980,11,9,314,7
"4332",1980-11-10,10249,"Mon",1980,11,10,315,1
"4333",1980-11-11,10326,"Tues",1980,11,11,316,2
"4334",1980-11-12,10059,"Wed",1980,11,12,317,3
"4335",1980-11-13,9930,"Thurs",1980,11,13,318,4
"4336",1980-11-14,10413,"Fri",1980,11,14,319,5
"4337",1980-11-15,8829,"Sat",1980,11,15,320,6
"4338",1980-11-16,8563,"Sun",1980,11,16,321,7
"4339",1980-11-17,10175,"Mon",1980,11,17,322,1
"4340",1980-11-18,10500,"Tues",1980,11,18,323,2
"4341",1980-11-19,10180,"Wed",1980,11,19,324,3
"4342",1980-11-20,9977,"Thurs",1980,11,20,325,4
"4343",1980-11-21,10243,"Fri",1980,11,21,326,5
"4344",1980-11-22,8680,"Sat",1980,11,22,327,6
"4345",1980-11-23,8443,"Sun",1980,11,23,328,7
"4346",1980-11-24,10447,"Mon",1980,11,24,329,1
"4347",1980-11-25,10496,"Tues",1980,11,25,330,2
"4348",1980-11-26,10236,"Wed",1980,11,26,331,3
"4349",1980-11-27,8134,"Thurs",1980,11,27,332,4
"4350",1980-11-28,9649,"Fri",1980,11,28,333,5
"4351",1980-11-29,8821,"Sat",1980,11,29,334,6
"4352",1980-11-30,8830,"Sun",1980,11,30,335,7
"4353",1980-12-01,10225,"Mon",1980,12,1,336,1
"4354",1980-12-02,10711,"Tues",1980,12,2,337,2
"4355",1980-12-03,10105,"Wed",1980,12,3,338,3
"4356",1980-12-04,9925,"Thurs",1980,12,4,339,4
"4357",1980-12-05,10288,"Fri",1980,12,5,340,5
"4358",1980-12-06,8659,"Sat",1980,12,6,341,6
"4359",1980-12-07,8513,"Sun",1980,12,7,342,7
"4360",1980-12-08,10368,"Mon",1980,12,8,343,1
"4361",1980-12-09,10322,"Tues",1980,12,9,344,2
"4362",1980-12-10,10120,"Wed",1980,12,10,345,3
"4363",1980-12-11,9998,"Thurs",1980,12,11,346,4
"4364",1980-12-12,10039,"Fri",1980,12,12,347,5
"4365",1980-12-13,8758,"Sat",1980,12,13,348,6
"4366",1980-12-14,8523,"Sun",1980,12,14,349,7
"4367",1980-12-15,10508,"Mon",1980,12,15,350,1
"4368",1980-12-16,10772,"Tues",1980,12,16,351,2
"4369",1980-12-17,10524,"Wed",1980,12,17,352,3
"4370",1980-12-18,10580,"Thurs",1980,12,18,353,4
"4371",1980-12-19,10662,"Fri",1980,12,19,354,5
"4372",1980-12-20,8526,"Sat",1980,12,20,355,6
"4373",1980-12-21,8289,"Sun",1980,12,21,356,7
"4374",1980-12-22,10035,"Mon",1980,12,22,357,1
"4375",1980-12-23,10118,"Tues",1980,12,23,358,2
"4376",1980-12-24,8979,"Wed",1980,12,24,359,3
"4377",1980-12-25,7979,"Thurs",1980,12,25,360,4
"4378",1980-12-26,9313,"Fri",1980,12,26,361,5
"4379",1980-12-27,8748,"Sat",1980,12,27,362,6
"4380",1980-12-28,8576,"Sun",1980,12,28,363,7
"4381",1980-12-29,10881,"Mon",1980,12,29,364,1
"4382",1980-12-30,11603,"Tues",1980,12,30,365,2
"4383",1980-12-31,10947,"Wed",1980,12,31,366,3
"4384",1981-01-01,8299,"Thurs",1981,1,1,1,4
"4385",1981-01-02,9045,"Fri",1981,1,2,2,5
"4386",1981-01-03,8458,"Sat",1981,1,3,3,6
"4387",1981-01-04,8295,"Sun",1981,1,4,4,7
"4388",1981-01-05,9614,"Mon",1981,1,5,5,1
"4389",1981-01-06,10128,"Tues",1981,1,6,6,2
"4390",1981-01-07,10140,"Wed",1981,1,7,7,3
"4391",1981-01-08,9423,"Thurs",1981,1,8,8,4
"4392",1981-01-09,9702,"Fri",1981,1,9,9,5
"4393",1981-01-10,8449,"Sat",1981,1,10,10,6
"4394",1981-01-11,8276,"Sun",1981,1,11,11,7
"4395",1981-01-12,9900,"Mon",1981,1,12,12,1
"4396",1981-01-13,10163,"Tues",1981,1,13,13,2
"4397",1981-01-14,10419,"Wed",1981,1,14,14,3
"4398",1981-01-15,10157,"Thurs",1981,1,15,15,4
"4399",1981-01-16,10164,"Fri",1981,1,16,16,5
"4400",1981-01-17,8601,"Sat",1981,1,17,17,6
"4401",1981-01-18,8402,"Sun",1981,1,18,18,7
"4402",1981-01-19,10368,"Mon",1981,1,19,19,1
"4403",1981-01-20,10455,"Tues",1981,1,20,20,2
"4404",1981-01-21,10166,"Wed",1981,1,21,21,3
"4405",1981-01-22,10003,"Thurs",1981,1,22,22,4
"4406",1981-01-23,10123,"Fri",1981,1,23,23,5
"4407",1981-01-24,8825,"Sat",1981,1,24,24,6
"4408",1981-01-25,8369,"Sun",1981,1,25,25,7
"4409",1981-01-26,10213,"Mon",1981,1,26,26,1
"4410",1981-01-27,10346,"Tues",1981,1,27,27,2
"4411",1981-01-28,10145,"Wed",1981,1,28,28,3
"4412",1981-01-29,9874,"Thurs",1981,1,29,29,4
"4413",1981-01-30,10106,"Fri",1981,1,30,30,5
"4414",1981-01-31,8457,"Sat",1981,1,31,31,6
"4415",1981-02-01,8474,"Sun",1981,2,1,32,7
"4416",1981-02-02,10285,"Mon",1981,2,2,33,1
"4417",1981-02-03,10231,"Tues",1981,2,3,34,2
"4418",1981-02-04,10083,"Wed",1981,2,4,35,3
"4419",1981-02-05,9985,"Thurs",1981,2,5,36,4
"4420",1981-02-06,10099,"Fri",1981,2,6,37,5
"4421",1981-02-07,8563,"Sat",1981,2,7,38,6
"4422",1981-02-08,8611,"Sun",1981,2,8,39,7
"4423",1981-02-09,10313,"Mon",1981,2,9,40,1
"4424",1981-02-10,10355,"Tues",1981,2,10,41,2
"4425",1981-02-11,10112,"Wed",1981,2,11,42,3
"4426",1981-02-12,10332,"Thurs",1981,2,12,43,4
"4427",1981-02-13,9670,"Fri",1981,2,13,44,5
"4428",1981-02-14,9114,"Sat",1981,2,14,45,6
"4429",1981-02-15,8538,"Sun",1981,2,15,46,7
"4430",1981-02-16,9796,"Mon",1981,2,16,47,1
"4431",1981-02-17,10409,"Tues",1981,2,17,48,2
"4432",1981-02-18,10313,"Wed",1981,2,18,49,3
"4433",1981-02-19,10337,"Thurs",1981,2,19,50,4
"4434",1981-02-20,10368,"Fri",1981,2,20,51,5
"4435",1981-02-21,8975,"Sat",1981,2,21,52,6
"4436",1981-02-22,8657,"Sun",1981,2,22,53,7
"4437",1981-02-23,10157,"Mon",1981,2,23,54,1
"4438",1981-02-24,10423,"Tues",1981,2,24,55,2
"4439",1981-02-25,10270,"Wed",1981,2,25,56,3
"4440",1981-02-26,10054,"Thurs",1981,2,26,57,4
"4441",1981-02-27,10226,"Fri",1981,2,27,58,5
"4442",1981-02-28,8892,"Sat",1981,2,28,59,6
"4443",1981-03-01,8534,"Sun",1981,3,1,61,7
"4444",1981-03-02,10130,"Mon",1981,3,2,62,1
"4445",1981-03-03,10471,"Tues",1981,3,3,63,2
"4446",1981-03-04,10277,"Wed",1981,3,4,64,3
"4447",1981-03-05,10168,"Thurs",1981,3,5,65,4
"4448",1981-03-06,10134,"Fri",1981,3,6,66,5
"4449",1981-03-07,8697,"Sat",1981,3,7,67,6
"4450",1981-03-08,8369,"Sun",1981,3,8,68,7
"4451",1981-03-09,9912,"Mon",1981,3,9,69,1
