"API_WellNo","County","CoName","Hole","SideTrck","Completion","Well_Typ","Field","Wl_Status","Well_Nm","town","Prod Form","MonthProd","GasProd","WaterProd","OilProd","Year"
"31009050770000","Cattaraugus","Little, Jay R.","05077","00","00","IW","Chipmunk","IN","Pfouts 16","Carrollton","Chipmunk","0","0","0","0","2015"
"31009259310001","Cattaraugus","U S Energy Development Corp.","25931","00","01","OD","Bradford","AC","Young 76     ","Olean","Upper Devonian","4","88","8","10","2015"
"31009281890000","Cattaraugus","Copper Ridge Oil, Inc.","28189","00","00","OD","Five Mile","AC","Harrington 26     ","Olean","Bradford","12","1","14","275","2015"
"31013110980000","Chautauqua","Empire Energy E&P LLC","11098","00","00","GD","Lakeshore","AC","Wadsworth 100","Portland","Medina","12","1191","0","0","2015"
"31009684920000","Cattaraugus","Armstrong Gas Company, LLC","68492","00","00","OD","Bradford","AC","Enright & Barry 3","Carrollton","Bradford","12","0","75","31","2015"
"31013103450000","Chautauqua","Empire Energy E&P LLC","10345","00","00","GD","Lakeshore","AC","Carris Gerald 32","Ripley","Medina","12","669","43","0","2015"
"31013053040000","Chautauqua","Curtis & Son Oil, Inc.","05304","00","00","OD","Busti","AC","Boswell George 6","Busti","Glade","12","1","1","1","2015"
"31009243910000","Cattaraugus","McCracken Oil & Gas, LLC","24391","00","00","OD","Bradford","AC","McCray P-9     ","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","134","5","214","2015"
"31013112720000","Chautauqua","Empire Energy E&P LLC","11272","00","00","GD","Lakeshore","AC","Vicary 236","Westfield","Medina","12","2279","13","0","2015"
"31013166160000","Chautauqua","Empire Energy E&P LLC","16616","00","00","GD","Lakeshore","IN","Beckerink,R 1","Clymer","Medina","1","6","115","0","2015"
"31013259840000","Chautauqua","Johnson, Mark & Troy","25984","00","00","OD","Busti","AC","Curtis 26A     ","Busti","Glade","12","1","2","35","2015"
"31003603590000","Allegany","Alma Gas, Inc.","60359","00","00","GD","Sharon","AC","Dickerson (Jones) 2122","Alma","Upper Devonian","12","256","0","0","2015"
"31009118540000","Cattaraugus","McCracken Oil & Gas, LLC","11854","00","00","OD","Bradford","IN","Clark No 028","Carrollton","Chipmunk","0","0","0","0","2015"
"31009665340000","Cattaraugus","W. A. Boser Oil","66534","00","00","OD","Chipmunk","AC","Maloney 6","Allegany","Chipmunk","12","0","30","37","2015"
"31011214010000","Cayuga","Minard Run Oil Co.","21401","00","00","GD","West Auburn","AC","Pethybridge 1262","Springport","Queenston","12","1606","0","0","2015"
"31009282200000","Cattaraugus","Vertical Energy, Inc.","28220","00","00","OD","Four Mile","AC","Kinley KIN 19     ","Olean","Bradford & Chipmunk","12","0","30","150","2015"
"31029199760000","Erie","Stedman Energy, Inc.","19976","00","00","GD","Brant-Eden","AC","Janik 3","Brant","Medina","11","3188","0","0","2015"
"31003222060000","Allegany","Otis Eastern Service, Inc.","22206","00","00","OD","Fulmer Valley","AC","J.Harris 1-A","Andover","Fulmer Valley","12","348","20","180","2015"
"31009247270000","Cattaraugus","SWEPI LP","24727","00","00","OD","Bradford","AC","Rumsey Devonian Sec 10 Lot 3 #146     ","Allegany","Upper Devonian","12","651","40","102","2015"
"31029245750000","Erie","Subsea Oil & Gas, Inc.","24575","00","00","GD","Alden-Lancaster","AC","Torrelli 1     ","Newstead","Medina","12","1740","5","0","2015"
"31013242790000","Chautauqua","Universal Resources Holdings, Incorporated","24279","00","00","GD","Lakeshore","AC","Horton 2     ","Charlotte","Medina","12","3674","100","0","2015"
"31037042110000","Genesee","Reserve Gas Company, Inc.","04211","00","00","GD","Alden-Lancaster","AC","Kaczmarek 1","Darien","Medina","12","1627","0","0","2015"
"31003680080000","Allegany","Sturdevant, Walter B.","68008","00","00","OD","Richburg","NR","J&R Oil Lot 8 0120a","Bolivar","Richburg","0","0","0","0","2015"
"31009142310000","Cattaraugus","Hemlock Oil & Gas Co., Inc.","14231","00","00","OD","Chipmunk","NR","Allegany Indian Reser 196","Carrollton","Chipmunk","0","0","0","0","2015"
"31009208900000","Cattaraugus","A. J. Lease Account","20890","00","00","GD","Chaffee-Arcade","AC","Grove Street 1","Yorkshire","Medina","12","1","0","0","2015"
"31013164880000","Chautauqua","Empire Energy E&P LLC","16488","00","00","GD","Lakeshore","AC","Napper, H. 629","Westfield","Medina","9","1005","30","0","2015"
"31013279070000","Chautauqua","Vertical Energy, Inc.","27907","00","00","OD","Busti","AC","Towne M/C 7     ","Busti","Glade","12","1","3","40","2015"
"31011204200000","Cayuga","Minard Run Oil Co.","20420","00","00","GD","West Auburn","AC","Patterson 212-2","Springport","Queenston","12","1926","0","0","2015"
"31013132090000","Chautauqua","U S Energy Development Corp.","13209","00","00","GD","Lakeshore","AC","Mancuso 1","Charlotte","Medina","3","158","0","0","2015"
"31009245400000","Cattaraugus","SWEPI LP","24540","00","00","OD","Bradford","AC","Rumsey Devonian Sec 14 Lot 3-261     ","Allegany","Bradford Third","12","708","38","190","2015"
"31121176120000","Wyoming","Harwood, Donna B.","17612","00","00","GD","Leicester","IN","D.H. Shearing No. 1 134","Perry","Grimsby","0","0","0","0","2015"
"31013186890000","Chautauqua","Dannic Energy Corp.","18689","00","00","GD","Lakeshore","AC","R Ostrom 1","Carroll","Medina","12","193","0","0","2015"
"31013183430000","Chautauqua","Resource Energy, LLC","18343","00","00","OD","North Harmony","AC","Barger 1b","North Harmony","Bass Island","7","86","0","0","2015"
"31013125110000","Chautauqua","Kastle Resources Enterprises, Inc.","12511","00","00","GD","Lakeshore","AC","Nobles NY 36","Cherry Creek","Medina","12","2526","0","0","2015"
"31013179910000","Chautauqua","Kastle Resources Enterprises, Inc.","17991","00","00","GD","Lakeshore","IN","Cross 1","Ellington","Medina","0","0","0","0","2015"
"31009122550000","Cattaraugus","SWEPI LP","12255","00","00","OD","Bradford","IN","Enterprise Transit St 111","Allegany","Chipmunk, Bradford 2nd & 3rd","0","0","0","0","2015"
"31003605040000","Allegany","Witter, Terry L.","60504","00","00","OD","Richburg","AC","Fox 8","Bolivar","Richburg","0","0","0","0","2015"
"31099204470000","Seneca","Minard Run Oil Co.","20447","00","00","GE","Fayette-Waterloo","AC","Pearce 2577","Fayette","Queenston","12","1990","0","0","2015"
"31003128490000","Allegany","Richardson Petroleum Corp.","12849","00","00","OD","Beech Hill-Independence","AC","Potter 18 (Old)     ","Independence","Fulmer Valley","12","201","7","6","2015"
"31003685990000","Allegany","Hogan Energy, Inc.","68599","00","00","OD","Clarksville","AC","Burger 12","Clarksville","Clarksville","3","2","5","5","2015"
"31013172770000","Chautauqua","Empire Energy E&P LLC","17277","00","00","GD","Lakeshore","AC","Cooper,J 6","Poland","Medina","12","1876","0","0","2015"
"31013183380000","Chautauqua","EnerVest Operating, LLC","18338","00","00","GD","Lakeshore","SI","Weiler 1","Poland","Whirlpool","0","0","0","0","2015"
"31101265150000","Steuben","Nathan Petroleum Corp.","26515","00","00","OD","Beech Hill-Independence","AC","Edlind 17     ","West Union","Fulmer Valley","12","845","19","69","2015"
"31013116570000","Chautauqua","Empire Energy E&P LLC","11657","00","00","GD","Lakeshore","AC","Paddock 274","Chautauqua","Medina","8","3643","0","0","2015"
"31101265220000","Steuben","Yahn & Yahn, Inc.","26522","00","00","OD","Beech Hill-Independence","AC","Schultz 8A     ","West Almond","Fulmer Valley","12","1200","25","400","2015"
"31101216880000","Steuben","Chesapeake Appalachia, L.L.C.","21688","00","00","GE","Glodes Corners Road","SI","Levandowski 623088","Prattsburg","Black River","0","0","0","0","2015"
"31029219270000","Erie","Subsea Oil & Gas, Inc.","21927","00","00","GD","Brant-Eden","AC","Ludera 1","Eden","Medina","10","624","0","0","2015"
"31003660910000","Allegany","Heather R. Iantorno Oil","66091","00","00","OD","Richburg","AC","01-18 Hemlock Lease","Bolivar","Richburg","12","1","1","14","2015"
"31009641000000","Cattaraugus","Perkins & Perkins Oil Co. Inc.","64100","00","00","OD","Four Mile","IN","Minderler 5","Allegany","Bradford","0","0","0","0","2015"
"31009636520000","Cattaraugus","Stephan, Phillip D.","63652","00","00","OD","Chipmunk","IN","Pfeiffer 31","Allegany","Chipmunk","0","0","0","0","2015"
"31009677690000","Cattaraugus","Perkins & Perkins Oil Co. Inc.","67769","00","00","OD","Four Mile","AC","Oak Hill 15","Allegany","Bradford","12","0","5","23","2015"
"31003147940000","Allegany","SK Enterprises","14794","00","00","OD","Richburg","IN","Starr 1","Bolivar","Richburg","0","0","0","0","2015"
"31009110480000","Cattaraugus","Empire Energy E&P LLC","11048","00","00","GD","Utley Brook","IN","Nannen Zoar 4 1160","Otto","Medina","2","84","0","0","2015"
"31013104550000","Chautauqua","Empire Energy E&P LLC","10455","00","00","GD","Lakeshore","AC","Rutkowski 1118","Pomfret","Medina","12","1315","3","0","2015"
"31009245660000","Cattaraugus","SWEPI LP","24566","00","00","OD","Bradford","AC","Rumsey Devonian Sec 14 Lot 1-278     ","Allegany","Upper Devonian","12","708","38","190","2015"
"31013111900000","Chautauqua","Empire Energy E&P LLC","11190","00","00","GD","Lakeshore","AC","Freeman 226 1","Westfield","Medina","9","988","44","0","2015"
"31013159410000","Chautauqua","Fluvanna Community Church","15941","00","00","GD","Lakeshore","AC","Fluvanna Comm Ch 1","Ellicott","Medina","12","512","0","0","2015"
"31029036400000","Erie","Iroquois Gas Corp.","03640","00","00","GD","Orchard Park-Hamburg","IN","Hocksteller 1 IGC-193","Hamburg","Medina","0","0","0","0","2015"
"31029191550000","Erie","Stedman Energy, Inc.","19155","00","00","GD","Brant-Eden","AC","Lardo B 2","Eden","Grimsby","2","24","0","0","2015"
"31013147750000","Chautauqua","Empire Energy E&P LLC","14775","00","00","GD","Lakeshore","AC","Coleman,H 1","Chautauqua","Medina","12","240","34","0","2015"
"31003673700000","Allegany","Karen D. Mott & Mark D. Covert","67370","00","00","OD","Richburg","IN","Cobble 05","Wirt","Richburg","12","1","0","0","2015"
"31013076080000","Chautauqua","Libra Petroleum Company","07608","00","00","OD","Busti","AC","Crandall,Elizabeth 3","Busti","Glade","12","4","1","5","2015"
"31009225010000","Cattaraugus","Texas Keystone, Inc.","22501","00","00","GD","Lakeshore","AC","Hawkins 1","Persia","Medina","12","799","0","0","2015"
"31003679470000","Allegany","Sturdevant, Walter B.","67947","00","00","OD","Richburg","NR","J&R Oil Lot 8 76a","Bolivar","Richburg","0","0","0","0","2015"
"31013125840000","Chautauqua","Stedman Energy, Inc.","12584","00","00","GD","Lakeshore","AC","NYSRA 4-8","Harmony","Medina","6","906","0","0","2015"
"31013282740000","Chautauqua","Vertical Energy, Inc.","28274","00","00","OD","Busti","AC","McIntyre M2-2014     ","Busti","Glade","12","1","60","396","2015"
"31003227010000","Allegany","Nathan Petroleum Corp.","22701","00","00","OD","Beech Hill-Independence","AC","Clark 100 10","Independence","Fulmer Valley","12","28","3","14","2015"
"31013159090000","Chautauqua","Cotton Well Drilling Company,  Inc.","15909","00","00","GD","Lakeshore","AC","Fairbanks 1","Arkwright","Medina","12","419","0","0","2015"
"31003163680000","Allegany","Richardson Petroleum Corp.","16368","00","00","OW","Beech Hill-Independence","AC","L.Bloss 7","Independence","Fulmer Valley","12","319","4","12","2015"
"31013118780000","Chautauqua","Empire Energy E&P LLC","11878","00","00","GD","Lakeshore","AC","Marty 402","Chautauqua","Medina","12","716","5","0","2015"
"31003679170000","Allegany","Sturdevant, Walter B.","67917","00","00","OD","Richburg","NR","J&R Oil Lot 8 54","Bolivar","Richburg","0","0","0","0","2015"
"31009121840000","Cattaraugus","SWEPI LP","12184","00","00","OD","Bradford","IN","Enterprise Transit St 118","Allegany","Chipmunk, Bradford 2nd & 3rd","0","0","0","0","2015"
"31013249790000","Chautauqua","Universal Resources Holdings, Incorporated","24979","00","00","GD","Lakeshore","AC","G. Swanson 1     ","Poland","Medina","12","2723","4","0","2015"
"31013168320000","Chautauqua","Universal Resources Holdings, Incorporated","16832","00","00","GD","Lakeshore","AC","Newton Bros 4","Charlotte","Medina","12","294","3","0","2015"
"31009171510000","Cattaraugus","Emerald Oil Company","17151","00","00","OD","Farmersville","AC","Starner 1","Farmersville","Upper Devonian","8","5","25","25","2015"
"31003164010000","Allegany","Klein Oil & Logging","16401","00","00","OD","Richburg","AC","1-43 Lot 43","Alma","Richburg","12","1","1","5","2015"
"31003158220000","Allegany","Heather R. Iantorno Oil","15822","00","00","OD","Richburg","AC","03-18 Hemlock Lease","Bolivar","Richburg","12","1","0","7","2015"
"31013160940000","Chautauqua","Kastle Resources Enterprises, Inc.","16094","00","00","GD","Lakeshore","AC","Wellman 2","Ellington","Medina","12","4293","0","0","2015"
"31013055470000","Chautauqua","Vertical Energy, Inc.","05547","00","00","OD","Busti","AC","Crandall 3-3","Busti","Glade","12","1","1","5","2015"
"31013141750000","Chautauqua","Stedman Energy, Inc.","14175","00","00","GD","Lakeshore","AC","Parker 2","Chautauqua","Medina","12","1127","0","0","2015"
"31029158100000","Erie","Fox Construction, Inc.","15810","00","00","GD","Brant-Eden","AC","Spengler2","North Collins","Grimsby","12","1","0","0","2015"
"31003677910000","Allegany","Iron Dinosaur Oil","67791","00","00","OD","Browning","IN","Browning 21a","Scio","Scio","0","0","0","0","2015"
"31121240240000","Wyoming","Lenape Resources, Inc.","24024","00","00","GD","Leicester","AC","Bowman L 1-1     ","Covington","Medina","12","2123","5","0","2015"
"31003659230000","Allegany","Simon of Bolivar Enterprises, Inc.","65923","00","00","OD","Richburg","AC","A&F Oil Co. 13","Genesee","Richburg","1","0","0","1","2015"
"31017262660000","Chenango","Emkey Resources, LLC","26266","00","00","GE","Bradley Brook - Herkimer pool","AC","Davis, C. 2H     ","Smyrna","Herkimer","12","33983","0","0","2015"
"31029254530000","Erie","U S Energy Development Corp.","25453","00","00","GW","New Field Wildcat","AC","Henry 1     ","Concord","Medina","0","0","0","0","2015"
"31013170680000","Chautauqua","REI-NY, LLC","17068","00","00","GD","Lakeshore","AC","Forbes 4a","Gerry","Medina","12","963","89","0","2015"
"31003551950000","Allegany","Helmhold Oil Incorporated","55195","00","00","OD","Fulmer Valley","AC","Graves 1","Willing","Fulmer Valley","12","0","0","29","2015"
"31013128250000","Chautauqua","Empire Energy E&P LLC","12825","00","00","GD","Lakeshore","AC","Rohman 1","Westfield","Medina","12","787","0","0","2015"
"31009241450000","Cattaraugus","SWEPI LP","24145","00","00","OD","Chipmunk","AC","Rumsey Devonian Sec 14 Lot 3-36     ","Allegany","Bradford & Chipmunk","12","708","38","190","2015"
"31029030330000","Erie","Seneca Resources Corporation","03033","00","00","GD","Alden-Lancaster","AC","Halm(Bachman)1919-I","Alden","Medina","12","509","0","0","2015"
"31009636390000","Cattaraugus","Stephan, Phillip D.","63639","00","00","OD","Bradford","AC","Pfeiffer 18","Allegany","Bradford","0","0","0","0","2015"
"31013153100000","Chautauqua","Belden & Blake Corporation","15310","00","00","GD","Lakeshore","SI","Rammelt, R 1","Ripley","Grimsby","0","0","0","0","2015"
"31003678310000","Allegany","Iron Dinosaur Oil","67831","00","00","OD","Browning","IN","Browning 19","Scio","Scio","0","0","0","0","2015"
"31013143100000","Chautauqua","Empire Energy E&P LLC","14310","00","00","GW","Lakeshore","AC","Anderson, E 6650","Busti","Medina","12","719","0","0","2015"
"31003659040000","Allegany","Simon of Bolivar Enterprises, Inc.","65904","00","00","OD","Richburg","AC","A&F Oil Co. 64","Genesee","Richburg","1","0","0","1","2015"
"31029128070000","Erie","Subsea Oil & Gas, Inc.","12807","00","00","GD","Brant-Eden","AC","Bowman Farms 1","Brant","Medina","11","987","0","0","2015"
"31009180460000","Cattaraugus","Texas Keystone, Inc.","18046","00","00","GD","Lakeshore","AC","Hebner D 3","Otto","Medina","2","321","0","0","2015"
"31013113980000","Chautauqua","Eagle Oil Field Supply, Inc. d/b/a Eagle S & T","11398","00","00","OD","Busti","AC","Muntz 5","Busti","Glade","10","0","0","1","2015"
"31121152190000","Wyoming","Farm Energy Trust","15219","00","00","GW","Castile","SI","Mehlenbacher 1","Genesee Falls","Whirlpool","2","1","0","0","2015"
"31013112060000","Chautauqua","Empire Energy E&P LLC","11206","00","00","GD","Lakeshore","AC","Mogen David 1","Portland","Medina","12","607","0","0","2015"
"31013095680000","Chautauqua","Libra Petroleum Company","09568","00","00","OD","Busti","AC","J Larson 6","Busti","Glade","12","3","1","2","2015"
"31037029330000","Genesee","Empire Energy E&P LLC","02933","00","00","GD","Alden-Lancaster","AC","Edwards 1801-I","Pembroke","Medina","12","3000","0","0","2015"
"31029300090000","Erie","U S Energy Development Corp.","30009","00","00","NL","New Field Wildcat","IN","Diblasi Unit 7     ","Collins","Not Applicable","0","0","0","0","2015"
"31051196090000","Livingston","Orion Development & Exploration, Inc.","19609","00","00","GD","Leicester","IN","Degraff 1","Leicester","Medina","11","888","0","0","2015"
"31013082810000","Chautauqua","Cotton Well Drilling Company,  Inc.","08281","00","00","GD","Lakeshore","AC","Zahm Unit 1","Villenova","Medina","12","244","0","0","2015"
"31013136110000","Chautauqua","Estate of R.C. Southwell","13611","00","00","OD","Busti","AC","Peereboom 13","Busti","Glade","3","1","1","1","2015"
"31013257370002","Chautauqua","K. Petroleum, Inc.","25737","00","02","GW","New Field Wildcat","AC","Miller 2     ","Ellery","Trenton","7","7148","0","0","2015"
"31009233700000","Cattaraugus","Woods Oil Company, Inc.","23370","00","00","OD","Bradford","AC","Woods 23","Carrollton","Bradford & Chipmunk","12","1","7","83","2015"
"31037100920000","Genesee","Alden Aurora Gas Co.,  Inc.","10092","00","00","GD","Alden-Lancaster","AC","Shaffer 2     ","Darien","Medina","12","381","0","0","2015"
"31101043930000","Steuben","Plants and Goodwin, Inc.","04393","00","00","OD","Beech Hill-Independence","AC","Allen 22","West Union","Fulmer Valley","12","0","23","21","2015"
"31029247590000","Erie","U S Energy Development Corp.","24759","00","00","GD","Lakeshore","AC","Degenfelder #1     ","Collins","Medina","10","1319","0","0","2015"
"31037175120000","Genesee","United States Gypsum Co.","17512","00","00","GD","Huron Creek","AC","Klossner 2","Darien","Medina","11","731","4","0","2015"
"31009281200000","Cattaraugus","Snyder Brothers, Inc.","28120","00","00","OD","Bradford","AC","James 114     ","Allegany","Bradford Second","12","448","19","268","2015"
"31013143910000","Chautauqua","Cotton Well Drilling Company,  Inc.","14391","00","00","GD","Lakeshore","AC","Warnshius 3122","Mina","Medina","1","10","0","0","2015"
"31003686850000","Allegany","Hogan Energy, Inc.","68685","00","00","OD","Richburg","IN","Daggett 192","Genesee","Richburg","0","0","0","0","2015"
"31051173950000","Livingston","Lenape Resources, Inc.","17395","00","00","GD","Avon","AC","Steele 1","Avon","Medina","12","548","0","0","2015"
"31013190900000","Chautauqua","Kastle Resources Enterprises, Inc.","19090","00","00","GD","Lakeshore","AC","Rhinehart 1","Ellington","Medina","0","0","0","0","2015"
"31003555270000","Allegany","Ashe Oil Company","55527","00","00","IW","Richburg","IN","Central 079     ","Scio","Richburg","0","0","0","0","2015"
"31009258620000","Cattaraugus","U S Energy Development Corp.","25862","00","00","OD","Bradford","AC","Young 33     ","Olean","Upper Devonian","3","10","1","11","2015"
"31009660800000","Cattaraugus","Thomas A Miller Oil Co.","66080","00","00","OD","Bradford","SI","Andrews 33","Allegany","Bradford","0","0","0","0","2015"
"31013240580000","Chautauqua","Chautauqua Energy Drilling, Inc.","24058","00","00","GD","Lakeshore","AC","Hitchcock Unit 1     ","Busti","Medina","12","2083","0","0","2015"
"31037041370000","Genesee","Laben, David Glenn & Janice W.","04137","00","00","GD","Alden-Lancaster","AC","Labanski 1","Darien","Medina","12","153","0","0","2015"
"31009172250000","Cattaraugus","Empire Energy E&P LLC","17225","00","00","GD","Lakeshore","AC","Miller, J 1","Conewango","Medina","12","1849","0","0","2015"
"31013164560000","Chautauqua","Empire Energy E&P LLC","16456","00","00","GD","Lakeshore","AC","Nelson,V 3","Kiantone","Medina","10","1969","0","0","2015"
"31003679520000","Allegany","Sturdevant, Walter B.","67952","00","00","OD","Richburg","NR","J&R Oil Lot 8 109","Bolivar","Richburg","0","0","0","0","2015"
"31009243260001","Cattaraugus","SWEPI LP","24326","00","01","OD","Chipmunk","AC","Rumsey Devonian Sec 14 Lot 2-229A     ","Allegany","Upper Devonian","12","708","38","190","2015"
"31013160400000","Chautauqua","EnerVest Operating, LLC","16040","00","00","GD","Lakeshore","AC","Johnson Unit 1","Ellicott","Medina","12","929","0","0","2015"
"31013235670000","Chautauqua","EnerVest Operating, LLC","23567","00","00","GD","Lakeshore","AC","Kingsview 1     ","Kiantone","Medina","12","2746","0","0","2015"
"31013243560000","Chautauqua","U S Energy Development Corp.","24356","00","00","GD","Lakeshore","AC","Pfleuger 1     ","Hanover","Medina","12","2990","57","0","2015"
"31009606340000","Cattaraugus","Case Brothers Inc.","60634","00","00","OD","Bradford","AC","John P Ruoff 7","Carrollton","Bradford","12","0","20","79","2015"
"31013190270000","Chautauqua","Empire Energy E&P LLC","19027","00","00","GD","Lakeshore","AC","Hitchcock, R 1","Ellington","Medina","12","1277","21","0","2015"
"31013209720000","Chautauqua","Empire Energy E&P LLC","20972","00","00","GD","Lakeshore","AC","Mee, W 7343","Poland","Medina","12","710","0","0","2015"
"31013107710000","Chautauqua","Empire Energy E&P LLC","10771","00","00","GD","Lakeshore","AC","Meeder 163","Mina","Medina","12","1294","55","0","2015"
"31003639270000","Allegany","Saint John Exploration & Production, Inc.","63927","00","00","OD","Richburg","IN","Trio Farm 117","Bolivar","Richburg","0","0","0","0","2015"
"31013182740000","Chautauqua","Empire Energy E&P LLC","18274","00","00","GD","Lakeshore","AC","Finn 701","Mina","Medina","6","219","31","0","2015"
"31013113050000","Chautauqua","Empire Energy E&P LLC","11305","00","00","GD","Lakeshore","AC","Streubel 286","Chautauqua","Medina","12","1269","51","0","2015"
"31013189290000","Chautauqua","Malvestuto, Robert","18929","00","00","GD","Lakeshore","AC","Stelmach 6321","Villenova","Medina","12","1","0","0","2015"
"31003148900000","Allegany","Klein Oil & Logging","14890","00","00","OD","Richburg","AC","41a-68lot 68","Alma","Richburg","12","1","11","110","2015"
"31013072230000","Chautauqua","Vertical Energy, Inc.","07223","00","00","OD","Busti","AC","Crandall 3-5","Busti","Glade","12","1","1","5","2015"
"31013220340000","Chautauqua","Johnson, Mark & Troy","22034","00","00","OD","Busti","AC","Curtis 14a","Busti","Glade","12","1","2","35","2015"
"31099194140000","Seneca","Minard Run Oil Co.","19414","00","00","GD","Fayette-Waterloo","AC","Kidd 2513","Fayette","Queenston","12","519","0","0","2015"
"31013165330000","Chautauqua","Resource Energy, LLC","16533","00","00","GD","Lakeshore","AC","Dejose 1","North Harmony","Medina","7","347","0","0","2015"
"31013201230000","Chautauqua","Stedman Energy, Inc.","20123","00","00","GW","Gerry-Charlotte","SI","Edson 2","Charlotte","Onondaga","0","0","0","0","2015"
"31013115320000","Chautauqua","Empire Energy E&P LLC","11532","00","00","GD","Lakeshore","AC","Johnson 304","Portland","Medina","11","749","3","0","2015"
"31009167820000","Cattaraugus","Empire Energy E&P LLC","16782","00","00","GD","Lakeshore","AC","Bromley, J 1","Leon","Medina","12","1509","0","0","2015"
"31013124140000","Chautauqua","Empire Energy E&P LLC","12414","00","00","GD","Lakeshore","AC","Wise 135","Pomfret","Medina","12","1972","72","0","2015"
"31013259850000","Chautauqua","Johnson, Mark & Troy","25985","00","00","OD","Busti","AC","Curtis 27A     ","Busti","Glade","12","1","2","35","2015"
"31121142890000","Wyoming","Lenape Resources, Inc.","14289","00","00","GD","Leicester","AC","Halma 2","Perry","Medina","6","42","5","0","2015"
"31009248160000","Cattaraugus","U S Energy Development Corp.","24816","00","00","GD","Lakeshore","AC","Daniel 2     ","Perrysburg","Medina","11","3617","57","0","2015"
"31013108800000","Chautauqua","Empire Energy E&P LLC","10880","00","00","GD","Lakeshore","AC","Damon 168 1","Pomfret","Medina","12","773","68","0","2015"
"31017239970001","Chenango","Emkey Resources, LLC","23997","00","01","GW","Apple Core","AC","Palmatier 1     ","Preston","Herkimer","12","47578","102","0","2015"
"31009628510000","Cattaraugus","Case Brothers Inc.","62851","00","00","OD","Bradford","AC","Rumsey So 145","Allegany","Bradford","0","0","0","0","2015"
"31011135540000","Cayuga","OI. Auburn, Inc.","13554","00","00","GE","West Auburn","AC","Edmunds A108-5","Aurelius","Queenston","12","1664","0","0","2015"
"31009108510000","Cattaraugus","Little, Jay R.","10851","00","00","OD","Chipmunk","AC","Pfouts II  15","Carrollton","Chipmunk","0","0","0","0","2015"
"31013014640000","Chautauqua","Heintz Gas & Oil Co., Inc.","01464","00","00","GD","Lakeshore","AC","Niehause J.M 2(Lincoln)","Sheridan","Medina","9","2198","0","0","2015"
"31003282850000","Allegany","Allegany Yankee Holdings LTD","28285","00","00","OD","Fulmer Valley","AC","Lot 110W 4A     ","Wellsville","Fulmer Valley","12","1643","35","406","2015"
"31009242060000","Cattaraugus","SWEPI LP","24206","00","00","OD","Bradford","AC","Rumsey Devonian Sec 10 Lot 3-98     ","Allegany","Bradford & Chipmunk","12","708","38","190","2015"
"31015228570000","Chemung","Talisman Energy USA Inc.","22857","00","00","GE","Terry Hill South","AC","Kimball 1","Veteran","Black River","0","0","0","0","2015"
"31003680110000","Allegany","Sturdevant, Walter B.","68011","00","00","OD","Richburg","NR","J&R Oil Lot 8 0116","Bolivar","Richburg","0","0","0","0","2015"
"31013104720000","Chautauqua","U S Energy Development Corp.","10472","00","00","GD","Lakeshore","SI","Smith W&M Fee 4","Arkwright","Medina","0","0","0","0","2015"
"31003247670000","Allegany","Otis Eastern Service, Inc.","24767","00","00","OD","Fulmer Valley","AC","Fanton R 8     ","Wellsville","Fulmer Valley","12","172","80","42","2015"
"31009277350000","Cattaraugus","Snyder Brothers, Inc.","27735","00","00","OD","Bradford","AC","James 102     ","Olean","Chipmunk, Bradford 1st,2nd,3rd","12","448","19","268","2015"
"31009118190000","Cattaraugus","McCracken Oil & Gas, LLC","11819","00","00","OD","Bradford","IN","Clark No W-5","Carrollton","Chipmunk, Bradford 2nd & 3rd","0","0","0","0","2015"
"31013224590000","Chautauqua","Schreiner Oil and Gas Inc.","22459","00","00","GD","Lakeshore","AC","Laporte, J 1","Westfield","Medina","12","824","0","0","2015"
"31009251390000","Cattaraugus","Snyder Brothers, Inc.","25139","00","00","OD","Bradford","AC","Nichols Run SBNR 26     ","Allegany","Chipmunk, Bradford 1st,2nd,3rd","12","0","29","32","2015"
"31013220300000","Chautauqua","Resource Energy, LLC","22030","00","00","GD","Lakeshore","AC","Lescynski 4","Sherman","Medina","9","1017","0","0","2015"
"31013105640000","Chautauqua","Empire Energy E&P LLC","10564","00","00","GD","Lakeshore","AC","Cimmasi (Cliffstar) 1143","Portland","Medina","12","765","0","0","2015"
"31013117180000","Chautauqua","Empire Energy E&P LLC","11718","00","00","GD","Lakeshore","AC","Delcamp 378","Stockton","Medina","12","405","18","0","2015"
"31003552130000","Allegany","Helmhold Oil Incorporated","55213","00","00","OD","Fulmer Valley","IN","Roeske Lot 75 36","Wellsville","Fulmer Valley","0","0","0","0","2015"
"31013137770000","Chautauqua","Empire Energy E&P LLC","13777","00","00","GD","Lakeshore","AC","Betram 575","Chautauqua","Medina","11","1249","28","0","2015"
"31013164430000","Chautauqua","EnerVest Operating, LLC","16443","00","00","GD","Lakeshore","AC","Coe, D.S.NY-0003","Poland","Medina","12","1065","0","0","2015"
"31003552180000","Allegany","Devlieger, Carl L.","55218","00","00","OD","Fulmer Valley","IN","Corwin-Dare 1","Wellsville","Fulmer Valley","0","0","0","0","2015"
"31009277170001","Cattaraugus","U S Energy Development Corp.","27717","00","01","OD","Bradford","AC","Young 125     ","Olean","Upper Devonian","12","656","61","64","2015"
